Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
AGBL2	4	0.016519	0.15358	0.92572	0.99749	0.87794	1
AGBL3	4	0.18469	1.221	0.061325	0.69769	0.2221	1
AGBL4	4	-0.1338	-1.1146	0.13905	0.86241	0.265	1
AGBL5	4	-0.075742	-0.76249	0.36684	0.95983	0.44577	1
AGER	4	-0.27985	-2.9863	0.0053375	0.26446	0.0028235	1
AGFG1	4	0.15121	1.1963	0.12521	0.85077	0.2316	1
AGFG2	4	0.16267	1.3159	0.098521	0.80326	0.18821	1
AGGF1	4	0.042966	0.35967	0.69582	0.99129	0.7191	1
AGK	4	0.068411	0.47056	0.50072	0.97647	0.63795	1
AGL	4	0.0064954	0.04601	0.98749	0.99832	0.9633	1
AGMAT	4	-0.066356	-0.89777	0.4206	0.9678	0.36931	1
AGMO	4	-0.040691	-0.54953	0.59035	0.98163	0.58264	1
AGO1	4	0.041462	0.39705	0.70777	0.99183	0.69133	1
AGO2	4	-0.17412	-1.9798	0.061715	0.69769	0.047731	1
AGO3	4	0.17007	0.98022	0.085066	0.78888	0.32698	1
AGO4	4	-0.047382	-0.62562	0.54481	0.98057	0.53156	1
AGPAT1	4	-0.13238	-1.1519	0.14244	0.86263	0.24935	1
AGPAT2	4	0.2055	1.2902	0.039642	0.61597	0.19697	1
AGPAT3	4	0.10173	0.9017	0.30073	0.93857	0.36722	1
AGPAT4	4	-0.10118	-1.0804	0.2458	0.93425	0.27998	1
AGPAT5	4	0.011473	0.066611	0.96886	0.99788	0.94689	1
AGPAT6	4	-0.22197	-2.2404	0.020961	0.47903	0.025063	1
AGPAT9	4	0.0067386	0.041711	0.98921	0.99832	0.96673	1
AGPS	4	0.037192	0.26663	0.74447	0.99276	0.78976	1
AGR2	4	0.068707	0.39577	0.49889	0.97647	0.69227	1
AGR3	4	0.020102	0.11336	0.89292	0.9953	0.90974	1
AGRN	4	0.022033	0.22164	0.87518	0.99445	0.8246	1
AGRP	4	0.01741	0.22831	0.91666	0.99749	0.81941	1
AGT	4	-0.048216	-0.42535	0.53814	0.97898	0.67058	1
AGTPBP1	4	-0.030593	-0.30134	0.66869	0.9899	0.76316	1
AGTR1	4	-0.14784	-1.5115	0.10619	0.81508	0.13066	1
AGTR2	4	0.033159	0.12179	0.7795	0.99276	0.90307	1
AGTRAP	4	0.092562	0.77894	0.35016	0.95672	0.43602	1
AGXT	4	0.066359	0.57944	0.51629	0.97782	0.56229	1
AGXT2	4	0.021239	0.16471	0.88258	0.9948	0.86917	1
AHCTF1	4	-0.065124	-0.25521	0.42794	0.9678	0.79856	1
AHCY	4	-0.095342	-0.24311	0.26904	0.93425	0.80792	1
AHCYL1	4	0.028294	0.17319	0.82153	0.99276	0.8625	1
AHCYL2	4	0.14278	1.1735	0.147	0.86745	0.24062	1
AHDC1	4	0.084292	0.73392	0.39681	0.96616	0.463	1
AHI1	4	-0.036046	-0.31732	0.62493	0.98433	0.751	1
AHNAK	4	0.029381	0.20442	0.8113	0.99276	0.83803	1
AHNAK2	4	-0.043278	-0.41901	0.57317	0.98163	0.67521	1
AHR	4	-0.041564	-0.52677	0.5849	0.98163	0.59835	1
AHRR	4	-0.12119	-1.3337	0.17319	0.87862	0.18231	1
AHSA1	4	-0.090345	-0.83711	0.29173	0.93857	0.40253	1
AHSA2	4	-0.13177	-1.1043	0.14433	0.86689	0.26946	1
AHSG	4	-0.10054	-1.2713	0.24842	0.93425	0.2036	1
AHSP	4	0.028653	0.30388	0.81764	0.99276	0.76122	1
AICDA	4	0.07836	0.9548	0.43311	0.9678	0.33968	1
AIDA	4	0.046719	0.33435	0.66468	0.98986	0.73812	1
AIF1	4	-0.10813	-0.99478	0.21645	0.91498	0.31984	1
AIF1L	4	0.14323	0.45704	0.14572	0.86689	0.64764	1
AIFM1	4	-0.045635	-0.39405	0.55588	0.98117	0.69355	1
AIFM2	4	-0.008999	-0.072467	0.85049	0.99321	0.94223	1
AIFM3	4	0.19339	0.99941	0.051206	0.66836	0.3176	1
AIG1	4	0.03963	0.53686	0.72379	0.99256	0.59137	1
AIM1	4	-0.034684	-0.55408	0.63555	0.98493	0.57952	1
AIM2	4	0.19248	1.1258	0.052652	0.6756	0.26027	1
AIMP1	4	0.00036765	0.0026787	0.93317	0.99749	0.99786	1
AIMP2	4	-0.061966	-0.71912	0.44668	0.96924	0.47206	1
AIP	4	0.057667	0.41026	0.58056	0.98163	0.68162	1
AIPL1	4	-0.014829	-0.14757	0.80062	0.99276	0.88268	1
AIRE	4	-0.08349	-0.59733	0.32636	0.94969	0.55028	1
AJAP1	4	-0.09168	-0.96201	0.28467	0.93664	0.33604	1
AJUBA	4	0.052924	0.36151	0.61576	0.98419	0.71772	1
AK1	4	-0.033414	-0.22149	0.64528	0.98807	0.82471	1
AK2	4	0.076704	0.31829	0.44418	0.96897	0.75027	1
AK3	4	0.12864	0.81116	0.18998	0.88822	0.41727	1
AK4	3	0.21093	1.7806	0.06822	0.72294	0.074985	1
AK5	4	-0.018053	-0.16408	0.77371	0.99276	0.86967	1
AK6	4	-0.59551	-1.7426	0	0	0.081401	1
AK7	4	0.096047	1.1085	0.33003	0.95163	0.26763	1
AK8	4	-0.032825	-0.21436	0.65073	0.98837	0.83027	1
AK9	4	-0.1415	-0.47366	0.12026	0.84724	0.63575	1
AKAP1	4	-0.3017	-0.95717	0.0028355	0.18375	0.33848	1
AKAP10	4	0.033796	0.29633	0.77366	0.99276	0.76698	1
AKAP11	4	-0.098863	-1.1004	0.25375	0.93425	0.27114	1
AKAP12	4	-0.1403	-1.3871	0.12265	0.84898	0.16541	1
AKAP13	4	0.16566	1.4879	0.092294	0.79767	0.13678	1
AKAP14	4	0.074864	0.53583	0.45591	0.96963	0.59208	1
AKAP17A	4	-0.073895	-0.95634	0.37646	0.96128	0.3389	1
AKAP2	4	-0.051305	-0.56913	0.51785	0.97782	0.56927	1
AKAP3	4	-0.091819	-0.63457	0.28383	0.93619	0.52571	1
AKAP4	4	0.039089	0.38141	0.72768	0.99258	0.7029	1
AKAP5	4	-0.16347	-1.6267	0.076726	0.75671	0.10379	1
AKAP6	4	-0.084859	-0.78124	0.31836	0.94526	0.43466	1
AKAP7	4	-0.024234	-0.18166	0.72039	0.99256	0.85585	1
AKAP8	4	-0.034362	-0.43266	0.63839	0.98566	0.66526	1
AKAP8L	4	0.022109	0.20561	0.87446	0.99445	0.83709	1
AKAP9	4	-0.14784	-1.2575	0.10619	0.81508	0.20856	1
AKIP1	4	0.067365	0.80638	0.50828	0.97782	0.42002	1
AKIRIN1	4	-0.088021	-0.62378	0.30312	0.93857	0.53277	1
AKIRIN2	4	-0.079998	-0.4449	0.34304	0.9557	0.65639	1
AKNA	4	0.059451	0.39272	0.56811	0.98163	0.69453	1
AKNAD1	4	0.10725	0.758	0.27638	0.93545	0.44845	1
AKR1A1	4	-0.05202	-0.64317	0.51251	0.97782	0.52011	1
AKR1B1	4	0.046069	0.29099	0.67008	0.9899	0.77106	1
AKR1B10	4	-0.34308	-2.405	0.0011676	0.1129	0.016173	1
AKR1B15	4	-0.02255	-0.071189	0.73474	0.99276	0.94325	1
AKR1C1	4	0.091143	0.46719	0.35789	0.95675	0.64036	1
AKR1C2	4	-0.027412	-0.21647	0.69582	0.99129	0.82862	1
AKR1C3	4	0.035351	0.24364	0.76026	0.99276	0.80751	1
AKR1C4	4	-0.018793	-0.16638	0.76699	0.99276	0.86786	1
AKR1D1	4	-0.26528	-1.2287	0.0073946	0.30227	0.2192	1
AKR1E2	4	-0.043048	-0.43213	0.57489	0.98163	0.66564	1
AKR7A2	4	-0.088192	-0.59579	0.30224	0.93857	0.55131	1
AKR7A3	4	0.16438	1.3748	0.094796	0.79767	0.16921	1
AKT1	4	0.20957	1.5208	0.035694	0.5987	0.12831	1
AKT1S1	4	-0.17156	-1.5328	0.064495	0.70588	0.12534	1
AKT2	4	0.064208	0.50528	0.53158	0.97782	0.61336	1
AKT3	4	0.097681	0.79206	0.32153	0.94648	0.42833	1
AKTIP	4	0.10432	0.59656	0.289	0.93857	0.5508	1
ALAD	4	-0.1197	-0.88438	0.17775	0.88267	0.37649	1
ALAS1	4	-0.078748	-0.8877	0.34999	0.95672	0.3747	1
ALAS2	4	0.10143	0.64759	0.3024	0.93857	0.51725	1
ALB	4	0.094225	0.94128	0.34071	0.95392	0.34656	1
ALCAM	4	-0.063868	-0.65981	0.43501	0.9678	0.50938	1
ALDH16A1	4	0.070035	1.0614	0.48955	0.97647	0.28849	1
ALDH18A1	4	-0.073516	-0.319	0.37918	0.9615	0.74972	1
ALDH1A1	4	-0.041454	-0.41901	0.58573	0.98163	0.67521	1
ALDH1A2	4	-0.013241	-0.080518	0.8128	0.99276	0.93583	1
ALDH1A3	4	-0.019053	-0.13508	0.76493	0.99276	0.89255	1
ALDH1B1	4	0.10388	0.74727	0.29145	0.93857	0.4549	1
ALDH1L1	4	-0.016126	-0.16064	0.79	0.99276	0.87238	1
ALDH1L2	4	0.12147	0.80579	0.21861	0.91676	0.42036	1
ALDH2	4	-0.0031592	-0.020877	0.90142	0.99662	0.98334	1
ALDH3A1	4	-0.060795	-0.58389	0.45419	0.96962	0.55929	1
ALDH3A2	4	0.002146	0.015594	0.94907	0.99749	0.98756	1
ALDH3B2	4	0.085976	1.0095	0.3868	0.96172	0.31273	1
ALDH4A1	4	0.1942	1.346	0.050206	0.66105	0.17831	1
ALDH5A1	4	-0.098773	-0.99665	0.25403	0.93425	0.31894	1
ALDH6A1	4	-0.10116	-0.91794	0.24591	0.93425	0.35865	1
ALDH7A1	4	-0.019607	-0.14672	0.75942	0.99276	0.88335	1
ALDH8A1	4	0.11107	1.2517	0.2607	0.93425	0.2107	1
ALDH9A1	4	0.022954	0.2293	0.8669	0.99445	0.81863	1
ALDOA	4	0.18004	0.75259	0.067719	0.72028	0.45169	1
ALDOB	4	-0.03316	-0.26955	0.64756	0.98807	0.7875	1
ALDOC	4	-0.13252	-1.0884	0.14211	0.86244	0.27644	1
ALG1	4	0.19933	0.93589	0.045925	0.64896	0.34933	1
ALG10	3	0.005383	0.027821	0.98299	0.99832	0.9778	1
ALG10B	3	-0.065569	-0.40428	0.49616	0.97647	0.68601	1
ALG11	4	0.3661	1.0744	0.0012232	0.11518	0.28264	1
ALG12	4	0.034898	0.32224	0.76348	0.99276	0.74727	1
ALG13	4	-0.10449	-0.59666	0.23112	0.92523	0.55074	1
ALG14	4	0.096716	0.37978	0.32681	0.95048	0.70411	1
ALG1L	2	-0.0010132	-0.0044319	0.9325	0.99749	0.99646	1
ALG2	4	0.55578	2.5329	0.0001112	0.026316	0.011312	1
ALG3	4	-0.072566	-0.6687	0.38435	0.9615	0.50369	1
ALG5	4	-0.078312	-0.84369	0.35227	0.95672	0.39884	1
ALG6	4	-0.2027	-1.5429	0.034249	0.58891	0.12286	1
ALG8	4	0.0045128	0.033634	0.97087	0.99832	0.97317	1
ALG9	4	-0.036928	-0.34134	0.61715	0.9843	0.73285	1
ALK	4	-0.020476	-0.26768	0.75242	0.99276	0.78894	1
ALKBH1	4	0.13411	1.1927	0.17158	0.87673	0.23297	1
ALKBH2	4	-0.049201	-0.4453	0.53141	0.97782	0.65611	1
ALKBH3	4	-0.005041	-0.043204	0.88524	0.99513	0.96554	1
ALKBH4	4	-0.050437	-0.41716	0.52435	0.97782	0.67656	1
ALKBH5	4	-0.099972	-1.2671	0.25019	0.93425	0.2051	1
ALKBH6	4	0.10687	0.89311	0.27822	0.93549	0.3718	1
ALKBH7	4	0.086029	0.77845	0.38647	0.96172	0.4363	1
ALKBH8	4	0.042684	0.29805	0.69815	0.9916	0.76566	1
ALLC	4	0.065949	0.53292	0.51874	0.97782	0.59409	1
ALMS1	4	0.027838	0.2684	0.82581	0.99276	0.78839	1
ALOX12	4	0.15419	1.1457	0.11715	0.83744	0.25192	1
ALOX12B	4	0.025728	0.3943	0.84254	0.99276	0.69336	1
ALOX15	4	-0.081088	-0.81883	0.33726	0.95163	0.41288	1
ALOX15B	4	-0.098704	-0.78486	0.25425	0.93425	0.43254	1
ALOX5	4	-0.097668	-1.006	0.2592	0.93425	0.31442	1
ALOX5AP	4	0.11737	1.2491	0.23396	0.92799	0.21161	1
ALOXE3	4	0.038756	0.42957	0.7304	0.99276	0.66751	1
ALPI	4	0.051532	0.71507	0.62593	0.98461	0.47456	1
ALPK1	4	0.032314	0.52727	0.78628	0.99276	0.59801	1
ALPK2	4	-0.048589	-0.50751	0.53531	0.97863	0.6118	1
ALPK3	4	0.036193	0.3853	0.7532	0.99276	0.70002	1
ALPL	4	0.050933	0.49626	0.63088	0.98493	0.61971	1
ALPP	3	0.043549	0.57306	0.72573	0.99256	0.56661	1
ALPPL2	3	-0.068669	-0.80788	0.47843	0.97647	0.41916	1
ALS2	4	0.0094816	0.089785	0.98716	0.99832	0.92846	1
ALS2CL	4	0.10823	1.1481	0.27288	0.93425	0.25091	1
ALS2CR11	4	-0.044568	-0.3781	0.56383	0.98163	0.70535	1
ALS2CR12	4	-0.15298	-1.1355	0.096408	0.79963	0.25615	1
ALX1	4	-0.075771	-0.66861	0.36662	0.95983	0.50374	1
ALX3	4	-0.053755	-0.38035	0.50028	0.97647	0.70369	1
ALX4	4	-0.042742	-0.38379	0.577	0.98163	0.70113	1
ALYREF	4	-0.25297	-1.4015	0.0097854	0.33977	0.16106	1
AMACR	4	0.024599	0.23391	0.85161	0.99321	0.81505	1
AMBN	4	0.1233	0.67984	0.21105	0.91105	0.49661	1
AMBP	4	0.065374	0.59819	0.52357	0.97782	0.54972	1
AMBRA1	4	-0.085481	-0.81428	0.31575	0.94361	0.41548	1
AMD1	4	-0.023832	-0.1203	0.72323	0.99256	0.90425	1
AMDHD1	4	0.13427	1.1498	0.17086	0.87625	0.25023	1
AMDHD2	4	-0.041264	-0.55629	0.58696	0.98163	0.57801	1
AMELX	4	-0.0029534	-0.024224	0.90287	0.99675	0.98067	1
AMELY	4	-0.042374	-0.64314	0.57917	0.98163	0.52013	1
AMER1	4	0.0091282	0.07462	0.99038	0.99832	0.94052	1
AMER2	4	0.038538	0.42766	0.73207	0.99276	0.6689	1
AMER3	4	0.10722	0.95796	0.27666	0.93549	0.33808	1
AMFR	4	0.11559	1.1099	0.24152	0.93393	0.26703	1
AMH	4	-0.074796	-0.16954	0.37218	0.96087	0.86537	1
AMHR2	4	0.05429	0.45028	0.60519	0.98163	0.65251	1
AMICA1	4	0.012256	0.090001	0.96225	0.99788	0.92829	1
AMIGO1	4	0.013604	0.14953	0.94968	0.99749	0.88114	1
AMIGO2	4	-0.0027473	-0.022049	0.90487	0.99718	0.98241	1
AMIGO3	4	-0.12965	-1.6057	0.15062	0.86943	0.10834	1
AMMECR1	4	-0.015162	-0.1387	0.79762	0.99276	0.88969	1
AMMECR1L	4	-0.1693	-1.3764	0.067386	0.71801	0.16869	1
AMN	4	0.070783	0.7089	0.48443	0.97647	0.47839	1
AMN1	4	-0.15897	-1.4445	0.084955	0.78844	0.1486	1
AMOT	4	0.06698	0.61252	0.51112	0.97782	0.54019	1
AMOTL1	4	0.062235	0.39574	0.54609	0.98057	0.6923	1
AMOTL2	4	-0.068884	-0.56016	0.4062	0.9678	0.57537	1
AMPD1	4	-0.041995	-0.23203	0.58212	0.98163	0.81651	1
AMPD2	4	-0.13034	-1.2495	0.1485	0.86866	0.21149	1
AMPD3	4	0.071162	0.72232	0.48126	0.97647	0.4701	1
AMPH	4	-0.099675	-1.2601	0.2512	0.93425	0.20764	1
AMT	4	-0.074165	-0.77676	0.37501	0.96087	0.4373	1
AMTN	4	-0.14463	-0.86222	0.11325	0.83258	0.38857	1
AMY2A	3	-0.009413	-0.06865	0.87424	0.99445	0.94527	1
AMY2B	1	0.078673	0.35148	0.68414	0.99092	0.72523	1
AMZ1	4	0.040613	0.43313	0.71533	0.99183	0.66492	1
AMZ2	4	0.078263	0.49706	0.43412	0.9678	0.61915	1
ANAPC1	4	0.21828	0.56475	0.030357	0.56276	0.57224	1
ANAPC10	4	0.23299	0.68097	0.022406	0.49146	0.49589	1
ANAPC11	4	-0.069038	-0.244	0.40548	0.9678	0.80723	1
ANAPC13	3	0.11713	0.57427	0.30368	0.93857	0.56578	1
ANAPC15	4	0.20704	1.3019	0.038085	0.61111	0.19295	1
ANAPC16	4	0.12169	0.7131	0.21778	0.91587	0.47579	1
ANAPC2	4	0.008883	0.061442	0.99261	0.99888	0.95101	1
ANAPC4	4	-0.18339	-0.5228	0.051985	0.67412	0.60111	1
ANAPC5	4	-0.17388	-0.63641	0.061937	0.69769	0.52451	1
ANAPC7	4	-0.087275	-0.59091	0.3064	0.93978	0.55458	1
ANG	4	-0.23241	-2.2335	0.016457	0.43212	0.025515	1
ANGEL1	4	-0.034455	-0.41896	0.63761	0.98557	0.67524	1
ANGEL2	4	-0.067228	-0.50176	0.41532	0.9678	0.61584	1
ANGPT1	4	0.044217	0.33487	0.68537	0.99092	0.73772	1
ANGPT2	4	-0.1472	-1.1059	0.10725	0.81895	0.26879	1
ANGPT4	4	-0.016424	-0.1593	0.78772	0.99276	0.87343	1
ANGPTL1	4	0.29399	2.0362	0.0057823	0.27733	0.041728	1
ANGPTL2	4	-0.15234	-1.6752	0.097798	0.80273	0.093886	1
ANGPTL3	4	0.14401	0.92788	0.14361	0.86533	0.35347	1
ANGPTL4	4	0.13345	0.86081	0.17386	0.87862	0.38934	1
ANGPTL5	4	-0.084149	-0.36662	0.32308	0.94736	0.7139	1
ANGPTL6	4	0.043086	0.45077	0.6946	0.99129	0.65216	1
ANGPTL7	4	0.09498	0.78939	0.33626	0.95163	0.42989	1
ANHX	4	-0.17593	-1.753	0.060102	0.69769	0.079603	1
ANK1	4	0.10381	1.0349	0.29173	0.93857	0.30072	1
ANK2	4	0.049197	0.58468	0.64489	0.98799	0.55876	1
ANK3	4	-0.10663	-0.8372	0.22234	0.91886	0.40248	1
ANKAR	4	0.031358	0.25238	0.79506	0.99276	0.80075	1
ANKDD1A	4	0.22534	2.1781	0.026076	0.52862	0.029396	1
ANKDD1B	4	-0.026443	-0.2144	0.7036	0.99183	0.83024	1
ANKEF1	4	0.059798	0.49324	0.56566	0.98163	0.62184	1
ANKFN1	4	-0.049046	-0.4894	0.53264	0.97782	0.62456	1
ANKFY1	4	0.20696	1.5041	0.038363	0.61111	0.13257	1
ANKH	4	-0.1422	-1.8519	0.11826	0.83945	0.064043	1
ANKHD1	4	-0.049055	-0.39423	0.53247	0.97782	0.69341	1
ANKHD1-EIF4EBP3	4	0.0016673	0.012329	0.94507	0.99749	0.99016	1
ANKIB1	4	-0.39019	-2.1393	0.00055599	0.07874	0.032409	1
ANKK1	4	-0.098299	-0.63243	0.25609	0.93425	0.5271	1
ANKLE1	4	0.14739	1.4856	0.13561	0.86037	0.13739	1
ANKLE2	4	-0.46358	-1.3356	5.5599e-05	0.018182	0.18167	1
ANKMY1	4	-0.080602	-0.72515	0.33932	0.95211	0.46836	1
ANKMY2	4	0.074788	0.48004	0.45635	0.96963	0.6312	1
ANKRA2	4	-0.13439	-0.6103	0.13761	0.86241	0.54166	1
ANKRD1	4	-0.11675	-1.0041	0.18603	0.88311	0.31535	1
ANKRD10	4	0.0031948	0.031123	0.95925	0.99788	0.97517	1
ANKRD11	4	0.34522	2.91	0.0020016	0.15126	0.0036141	1
ANKRD12	4	0.028502	0.22862	0.81925	0.99276	0.81917	1
ANKRD13A	4	-0.035802	-0.30787	0.62721	0.9849	0.75818	1
ANKRD13B	4	0.03853	0.26767	0.73212	0.99276	0.78895	1
ANKRD13C	4	0.2544	2.2716	0.013066	0.38972	0.023111	1
ANKRD13D	4	0.0099585	0.079162	0.98293	0.99832	0.9369	1
ANKRD16	4	0.04534	0.38542	0.67564	0.9899	0.69992	1
ANKRD17	4	0.1591	1.0124	0.10547	0.81508	0.31134	1
ANKRD18A	4	-0.054706	-0.61278	0.49416	0.97647	0.54002	1
ANKRD2	4	0.0024714	0.02185	0.95174	0.99767	0.98257	1
ANKRD22	4	-0.06747	-0.31738	0.41416	0.9678	0.75096	1
ANKRD23	4	0.2396	1.2755	0.019404	0.47035	0.20213	1
ANKRD24	4	-0.0083398	-0.090543	0.85572	0.99362	0.92786	1
ANKRD26	4	-0.03916	-0.31289	0.60069	0.98163	0.75436	1
ANKRD27	4	-0.10143	-0.79711	0.24408	0.93425	0.42539	1
ANKRD28	4	0.053887	0.49245	0.60847	0.98163	0.6224	1
ANKRD29	4	-0.066732	-0.98634	0.41844	0.9678	0.32397	1
ANKRD30A	4	0.090199	0.52523	0.36317	0.95907	0.59942	1
ANKRD30B	4	-0.05745	-0.27833	0.47715	0.97647	0.78076	1
ANKRD31	4	0.14472	1.1087	0.142	0.86244	0.26757	1
ANKRD32	4	-0.013677	-0.094636	0.80991	0.99276	0.9246	1
ANKRD33	4	-0.09719	-1.2944	0.2617	0.93425	0.19552	1
ANKRD33B	4	0.10519	0.65084	0.28478	0.93664	0.51515	1
ANKRD34A	4	-0.049241	-0.41232	0.53108	0.97782	0.68011	1
ANKRD34B	4	-0.2468	-1.3429	0.011898	0.37478	0.17931	1
ANKRD34C	4	-0.019495	-0.2133	0.76065	0.99276	0.83109	1
ANKRD35	4	0.044452	0.57477	0.6832	0.99092	0.56545	1
ANKRD36	4	0.050259	0.19926	0.63594	0.98493	0.84206	1
ANKRD37	4	0.087979	0.77218	0.37674	0.96128	0.44001	1
ANKRD39	4	0.13548	0.99536	0.16752	0.87618	0.31956	1
ANKRD40	4	0.016338	0.11521	0.92755	0.99749	0.90828	1
ANKRD42	4	-0.13822	-1.2994	0.12754	0.85215	0.19382	1
ANKRD44	4	-0.14855	-1.554	0.10514	0.81508	0.12018	1
ANKRD45	4	0.022871	0.17707	0.86801	0.99445	0.85945	1
ANKRD46	4	-0.045162	-0.30214	0.55921	0.98163	0.76254	1
ANKRD49	4	-0.00053647	-0.0028524	0.92466	0.99749	0.99772	1
ANKRD50	4	0.053049	0.49732	0.61442	0.9831	0.61896	1
ANKRD52	4	0.13191	1.3267	0.17903	0.88267	0.1846	1
ANKRD53	4	-0.093296	-0.86955	0.27805	0.93549	0.38454	1
ANKRD54	4	-0.025713	-0.26142	0.70983	0.99183	0.79377	1
ANKRD55	4	0.080499	0.88222	0.4206	0.9678	0.37766	1
ANKRD6	4	-0.22195	-1.6507	0.020961	0.47903	0.098791	1
ANKRD61	4	0.026382	0.26925	0.83687	0.99276	0.78774	1
ANKRD62	4	0.028626	0.23008	0.81803	0.99276	0.81803	1
ANKRD65	4	-0.089888	-0.69485	0.29312	0.93857	0.48715	1
ANKRD66	4	0.1216	1.0418	0.218	0.91595	0.2975	1
ANKRD7	4	-0.057086	-0.27147	0.47954	0.97647	0.78603	1
ANKRD9	4	-0.020195	-0.15955	0.75459	0.99276	0.87323	1
ANKS1A	4	-0.0081943	-0.094246	0.857	0.99362	0.92491	1
ANKS1B	4	0.12971	0.77264	0.1862	0.88341	0.43973	1
ANKS3	4	0.026832	0.32264	0.8332	0.99276	0.74697	1
ANKS4B	4	0.10845	0.85442	0.27166	0.93425	0.39287	1
ANKS6	4	-0.18933	-1.7376	0.046592	0.64896	0.082273	1
ANKZF1	4	-0.0052883	-0.046494	0.88224	0.99473	0.96292	1
ANLN	4	-0.16649	-0.89498	0.071611	0.73212	0.3708	1
ANO1	4	-0.041258	-0.47505	0.58696	0.98163	0.63475	1
ANO10	4	0.060783	0.30602	0.55727	0.98151	0.75959	1
ANO3	4	0.14972	1.4681	0.12888	0.85409	0.14207	1
ANO4	4	-0.18704	-1.5048	0.048705	0.65324	0.13238	1
ANO5	4	0.12843	1.278	0.19065	0.88926	0.20125	1
ANO6	4	-0.04902	-0.52024	0.5328	0.97782	0.60289	1
ANO7	4	-0.010857	-0.11087	0.83487	0.99276	0.91172	1
ANO8	4	0.19927	2.0578	0.045925	0.64896	0.039612	1
ANO9	4	0.084755	0.71523	0.3937	0.96472	0.47446	1
ANP32A	4	0.059224	0.38801	0.56955	0.98163	0.69801	1
ANP32B	4	-0.11144	-0.71805	0.20371	0.90313	0.47272	1
ANP32D	4	0.010088	0.026874	0.98126	0.99832	0.97856	1
ANP32E	4	-0.11071	-0.71509	0.20711	0.90781	0.47455	1
ANPEP	4	-0.0069018	-0.089599	0.86868	0.99445	0.92861	1
ANTXR1	4	-0.18274	-0.76889	0.052541	0.6756	0.44196	1
ANTXR2	4	0.21713	2.0054	0.031191	0.57128	0.044925	1
ANTXRL	4	0.11162	0.80941	0.25853	0.93425	0.41828	1
ANXA1	4	-0.34876	-2.9225	0.001112	0.1129	0.0034719	1
ANXA10	4	0.048228	0.3637	0.65256	0.98856	0.71608	1
ANXA11	4	0.029882	0.27801	0.80707	0.99276	0.78101	1
ANXA13	4	-0.015754	-0.12549	0.79295	0.99276	0.90014	1
ANXA2	4	0.034029	0.40314	0.77093	0.99276	0.68684	1
ANXA2R	4	0.056534	0.36377	0.59029	0.98163	0.71603	1
ANXA3	4	-0.27086	-1.1279	0.0063939	0.28155	0.25935	1
ANXA4	4	0.10527	0.88671	0.28444	0.93664	0.37523	1
ANXA5	4	0.21032	1.3298	0.035305	0.59513	0.18358	1
ANXA6	4	-0.092464	-0.88142	0.28127	0.93599	0.37809	1
ANXA7	4	-0.1496	-1.1305	0.10341	0.81508	0.25827	1
ANXA8	3	-0.038337	-0.19561	0.66752	0.98986	0.84491	1
ANXA8L1	4	-0.093873	-1.0258	0.27566	0.93545	0.305	1
ANXA8L2	1	-0.10808	-0.46652	0.50756	0.97772	0.64084	1
ANXA9	4	0.066264	0.94179	0.51718	0.97782	0.3463	1
AOAH	4	-0.023867	-0.10029	0.72284	0.99256	0.92011	1
AOC1	4	0.063319	0.63428	0.53853	0.97898	0.5259	1
AOC2	4	-0.02324	-0.24058	0.7284	0.99258	0.80988	1
AOC3	4	-0.061512	-0.34792	0.45018	0.96924	0.7279	1
AOX1	4	-0.15838	-1.344	0.086679	0.78916	0.17893	1
AP1AR	4	0.11901	0.78106	0.22745	0.92285	0.43477	1
AP1B1	4	0.035475	0.30274	0.75926	0.99276	0.76209	1
AP1G1	4	0.14588	1.1096	0.13961	0.86244	0.26716	1
AP1G2	4	-0.17971	-1.5679	0.055766	0.68982	0.11691	1
AP1M1	4	0.090648	0.86528	0.36073	0.95746	0.38689	1
AP1M2	4	-0.0041117	-0.036815	0.89247	0.9953	0.97063	1
AP1S1	4	-0.040774	-0.37258	0.5899	0.98163	0.70946	1
AP1S2	4	-0.24097	-1.4682	0.014066	0.40351	0.14205	1
AP1S3	4	0.041988	0.3816	0.70344	0.99183	0.70276	1
AP2A1	4	0.26672	2.3269	0.010175	0.34659	0.019969	1
AP2A2	4	-0.00091962	-0.0084704	0.9206	0.99749	0.99324	1
AP2B1	4	-0.010432	-0.087869	0.83854	0.99276	0.92998	1
AP2M1	4	0.049804	0.20783	0.63933	0.98588	0.83536	1
AP2S1	4	0.106	0.27001	0.28172	0.93619	0.78716	1
AP3B1	4	0.13437	1.1611	0.17058	0.87618	0.24559	1
AP3B2	4	0.067787	0.57845	0.5055	0.97658	0.56296	1
AP3D1	4	-0.039836	-0.3709	0.59569	0.98163	0.71071	1
AP3M1	4	-0.1251	-0.65393	0.16235	0.87489	0.51316	1
AP3M2	4	-0.04728	-0.35485	0.54542	0.98057	0.7227	1
AP3S1	4	0.26096	1.0514	0.011064	0.36116	0.29307	1
AP3S2	4	0.19915	1.1065	0.04598	0.64896	0.26851	1
AP4B1	4	0.12484	1.1298	0.20449	0.90413	0.25854	1
AP4E1	4	0.078359	0.59527	0.43311	0.9678	0.55166	1
AP4M1	4	0.044716	0.35776	0.68081	0.9899	0.72053	1
