Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
AGBL1	5	0.13259	1.4395	0.13605	0.83118	0.15001	1
AGBL2	5	-0.015719	-0.1735	0.77533	0.99126	0.86226	1
AGBL3	5	0.14405	1.1789	0.10469	0.78142	0.23844	1
AGBL4	5	-0.065667	-0.62212	0.37535	0.95325	0.53387	1
AGBL5	5	-0.021841	-0.24669	0.71978	0.98552	0.80515	1
AGER	5	-0.24476	-3.0524	0.0067831	0.27373	0.0022703	1
AGFG1	5	0.17756	1.5683	0.046481	0.59832	0.11682	1
AGFG2	5	0.062413	0.58809	0.49605	0.96385	0.55647	1
AGGF1	5	0.012745	0.113	0.95402	0.99873	0.91003	1
AGK	5	0.094427	0.75575	0.2895	0.93036	0.4498	1
AGL	5	0.0018505	0.014303	0.94212	0.99848	0.98859	1
AGMAT	5	-0.066118	-0.98152	0.37273	0.95115	0.32633	1
AGMO	5	-0.010874	-0.13986	0.81919	0.99234	0.88877	1
AGO1	5	0.0085205	0.096577	0.99583	0.99944	0.92306	1
AGO2	5	-0.22313	-2.3105	0.010786	0.31751	0.020858	1
AGO3	5	0.076169	0.47163	0.39725	0.95627	0.63719	1
AGO4	5	-0.028334	-0.33875	0.66174	0.98177	0.7348	1
AGPAT1	5	-0.096549	-0.89645	0.21428	0.89524	0.37001	1
AGPAT2	5	0.09197	0.71632	0.30301	0.93498	0.47379	1
AGPAT3	5	0.07592	0.8291	0.3992	0.95627	0.40705	1
AGPAT4	5	-0.072821	-0.85607	0.33354	0.94445	0.39196	1
AGPAT5	5	0.0094313	0.065526	0.98688	0.99927	0.94775	1
AGPAT6	5	-0.17432	-2.0694	0.036028	0.54454	0.038511	1
AGPAT9	5	0.010749	0.080986	0.97448	0.99927	0.93545	1
AGPS	5	0.12418	1.0362	0.16151	0.85466	0.30013	1
AGR2	5	0.082267	0.54346	0.35861	0.95077	0.58682	1
AGR3	5	0.11645	0.6676	0.19004	0.87052	0.50439	1
AGRN	5	0.064303	0.67589	0.48176	0.96371	0.49911	1
AGRP	5	0.049918	0.67629	0.60219	0.97519	0.49886	1
AGT	5	-0.012479	-0.12928	0.80513	0.99126	0.89714	1
AGTPBP1	5	-0.02176	-0.25983	0.72062	0.98552	0.795	1
AGTR1	5	-0.1315	-1.427	0.10291	0.78058	0.15358	1
AGTR2	5	0.0017093	0.0082814	0.94084	0.99848	0.99339	1
AGTRAP	5	0.083345	0.81611	0.3525	0.9498	0.41444	1
AGXT	5	0.024609	0.26261	0.83509	0.99234	0.79285	1
AGXT2	5	-0.070883	-0.63092	0.34432	0.94684	0.52809	1
AHCTF1	5	-0.14142	-0.65962	0.081563	0.7284	0.5095	1
AHCY	5	-0.1143	-0.35707	0.15001	0.84574	0.72104	1
AHCYL1	5	0.046111	0.33945	0.63566	0.97795	0.73427	1
AHCYL2	5	0.087595	0.82841	0.32764	0.9426	0.40744	1
AHDC1	5	0.098425	1.0138	0.26988	0.92662	0.31068	1
AHI1	5	0.0046285	0.046672	0.96831	0.99908	0.96278	1
AHNAK	5	0.099843	0.82182	0.26309	0.92215	0.41118	1
AHNAK2	5	-0.059914	-0.7051	0.41176	0.95643	0.48075	1
AHR	5	-0.06115	-0.89507	0.40348	0.95627	0.37075	1
AHRR	5	-0.031816	-0.40732	0.63043	0.977	0.68377	1
AHSA1	5	-0.064034	-0.66566	0.38563	0.95627	0.50563	1
AHSA2	5	-0.14827	-1.156	0.068609	0.69054	0.2477	1
AHSG	5	-0.072011	-0.93114	0.33748	0.94554	0.35178	1
AHSP	5	0.040943	0.35418	0.68281	0.98282	0.7232	1
AICDA	5	0.13085	1.7808	0.14094	0.8389	0.07494	1
AIDA	4	0.045938	0.32879	0.67475	0.98282	0.74232	1
AIF1	5	-0.14682	-1.5009	0.071111	0.69853	0.13337	1
AIF1L	5	0.21429	0.76369	0.017569	0.39157	0.44505	1
AIFM1	5	-0.04538	-0.46025	0.51657	0.96804	0.64534	1
AIFM2	5	-0.049134	-0.41557	0.4876	0.96371	0.67773	1
AIFM3	5	0.17511	1.0964	0.048482	0.60055	0.2729	1
AIG1	5	-0.013323	-0.19115	0.79779	0.99126	0.84841	1
AIM1	5	-0.028983	-0.52379	0.65701	0.9807	0.60042	1
AIM2	5	0.16731	1.2187	0.059268	0.65	0.22295	1
AIMP1	5	-0.0090841	-0.072525	0.83504	0.99234	0.94218	1
AIMP2	5	-0.04965	-0.59599	0.48404	0.96371	0.55118	1
AIP	5	0.069894	0.61092	0.44145	0.95903	0.54125	1
AIPL1	5	-0.029598	-0.30536	0.65178	0.9807	0.76009	1
AIRE	5	-0.077367	-0.66634	0.30702	0.93602	0.50519	1
AJAP1	5	-0.069683	-0.87696	0.35105	0.9498	0.38051	1
AJUBA	5	0.059646	0.48511	0.51868	0.96804	0.6276	1
AK1	5	-0.049868	-0.38803	0.48238	0.96371	0.698	1
AK2	5	0.082217	0.41465	0.35922	0.95098	0.6784	1
AK3	5	0.15599	1.1446	0.07895	0.72242	0.25239	1
AK4	3	0.21042	1.7757	0.063327	0.66725	0.07578	1
AK5	5	0.048315	0.49529	0.61665	0.97519	0.6204	1
AK6	4	-0.59605	-1.744	0	0	0.081153	1
AK7	5	0.12458	1.5923	0.16029	0.85359	0.11131	1
AK8	5	0.014902	0.11503	0.93072	0.99848	0.90842	1
AK9	5	-0.19719	-0.83613	0.020127	0.42142	0.40308	1
AKAP1	5	-0.18256	-0.70176	0.029023	0.50144	0.48283	1
AKAP10	5	0.021569	0.20423	0.86384	0.99361	0.83818	1
AKAP11	5	-0.042569	-0.43659	0.53892	0.97091	0.66241	1
AKAP12	5	-0.090968	-0.9641	0.24008	0.91406	0.335	1
AKAP13	5	0.12095	1.0709	0.17325	0.86549	0.28421	1
AKAP14	5	0.013067	0.10827	0.95024	0.99848	0.91378	1
AKAP17A	5	-0.02614	-0.39786	0.68159	0.98282	0.69073	1
AKAP2	5	-0.060572	-0.82453	0.40754	0.95643	0.40964	1
AKAP3	5	-0.074464	-0.60702	0.3232	0.94247	0.54384	1
AKAP4	5	0.085916	0.89601	0.33732	0.94554	0.37025	1
AKAP5	5	-0.10125	-1.1203	0.1946	0.87659	0.26259	1
AKAP6	5	-0.047018	-0.51162	0.504	0.96708	0.60892	1
AKAP7	5	-0.091436	-0.80984	0.23813	0.91256	0.41803	1
AKAP8	5	-0.046459	-0.59119	0.50801	0.9675	0.55439	1
AKAP8L	5	-0.014725	-0.1555	0.78533	0.99126	0.87643	1
AKAP9	5	-0.10527	-0.71819	0.17997	0.86644	0.47264	1
AKIP1	5	0.072278	0.9656	0.42533	0.95903	0.33425	1
AKIRIN1	5	-0.082849	-0.72697	0.2776	0.92893	0.46724	1
AKIRIN2	5	0.0086134	0.053911	0.99494	0.99944	0.95701	1
AKNA	5	0.068864	0.53895	0.44835	0.95903	0.58992	1
AKNAD1	5	0.033651	0.28343	0.74953	0.98722	0.77685	1
AKR1A1	5	0.013357	0.18708	0.94718	0.99848	0.8516	1
AKR1B1	5	0.08139	0.52528	0.36467	0.95098	0.59939	1
AKR1B10	5	-0.25754	-2.1352	0.0051707	0.24668	0.032745	1
AKR1B15	5	-0.025943	-0.090442	0.6832	0.98282	0.92794	1
AKR1C1	4	0.090909	0.46617	0.36679	0.95115	0.64109	1
AKR1C2	4	-0.027949	-0.22059	0.69282	0.98282	0.82541	1
AKR1C3	5	0.055051	0.36152	0.55716	0.9733	0.71771	1
AKR1C4	5	-0.0048098	-0.048661	0.8769	0.99527	0.96119	1
AKR1D1	5	-0.12961	-0.72228	0.10675	0.78665	0.47012	1
AKR1E2	5	-0.066084	-0.66566	0.37285	0.95115	0.50563	1
AKR7A2	5	-0.10261	-0.81793	0.18948	0.87052	0.4134	1
AKR7A3	5	0.13264	1.0699	0.13599	0.83118	0.28466	1
AKT1	5	0.10925	0.96192	0.21817	0.89621	0.33609	1
AKT1S1	5	-0.16415	-1.7309	0.045758	0.59538	0.083464	1
AKT2	5	0.11732	0.85413	0.18642	0.87052	0.39304	1
AKT3	5	0.1332	1.183	0.13427	0.83064	0.2368	1
AKTIP	5	0.10961	0.73812	0.21639	0.89621	0.46044	1
ALAD	5	-0.13996	-1.1782	0.08451	0.73572	0.23871	1
ALAS1	5	-0.1247	-1.464	0.11932	0.80465	0.1432	1
ALAS2	5	0.10057	0.79389	0.25937	0.92079	0.42726	1
ALB	5	0.093741	1.1424	0.29301	0.93036	0.25328	1
ALCAM	5	-0.055771	-0.61777	0.43973	0.95903	0.53673	1
ALDH16A1	5	0.020598	0.22038	0.87435	0.99488	0.82558	1
ALDH18A1	5	-0.057593	-0.30533	0.42778	0.95903	0.76012	1
ALDH1A1	5	-0.046681	-0.56786	0.50662	0.9675	0.57013	1
ALDH1A2	5	-0.048775	-0.36388	0.49044	0.96371	0.71595	1
ALDH1A3	5	-0.030209	-0.26107	0.64622	0.98027	0.79404	1
ALDH1B1	5	0.10119	0.86115	0.25553	0.91993	0.38915	1
ALDH1L1	5	-0.0024483	-0.02879	0.9017	0.99797	0.97703	1
ALDH1L2	5	0.064827	0.50434	0.47843	0.96371	0.61402	1
ALDH2	5	0.0046024	0.037305	0.96803	0.99908	0.97024	1
ALDH3A1	5	-0.050129	-0.56183	0.48048	0.96371	0.57423	1
ALDH3A2	5	0.003128	0.026632	0.95408	0.99873	0.97875	1
ALDH3B2	5	0.053003	0.67483	0.574	0.9733	0.49978	1
ALDH4A1	5	0.1755	1.4121	0.04826	0.60055	0.15791	1
ALDH5A1	5	-0.11734	-1.2256	0.14122	0.83905	0.22034	1
ALDH6A1	5	-0.051611	-0.53824	0.46931	0.96326	0.59041	1
ALDH7A1	5	-0.06498	-0.60021	0.37941	0.95534	0.54837	1
ALDH8A1	5	0.066022	0.90044	0.46959	0.96329	0.36789	1
ALDH9A1	5	0.057493	0.64248	0.53553	0.9709	0.52056	1
ALDOA	5	0.15607	0.78844	0.078783	0.72242	0.43044	1
ALDOB	5	-0.013968	-0.14026	0.79245	0.99126	0.88846	1
ALDOC	5	-0.12868	-1.1608	0.10947	0.7962	0.24571	1
ALG1	5	0.22682	0.54378	0.012955	0.34673	0.58659	1
ALG10	3	0.0047882	0.024757	0.97593	0.99927	0.98025	1
ALG10B	3	-0.066101	-0.40771	0.48065	0.96371	0.68349	1
ALG11	5	0.39466	1.2605	0.00033359	0.052174	0.2075	1
ALG12	5	0.062667	0.66452	0.49416	0.96385	0.50636	1
ALG13	5	-0.16697	-0.99428	0.042755	0.58479	0.32009	1
ALG14	5	0.18819	0.87621	0.035472	0.54153	0.38091	1
ALG1L	2	-0.0017881	-0.0078236	0.93456	0.99848	0.99376	1
ALG2	5	0.59469	2.8693	0	0	0.0041142	1
ALG3	5	0.0072896	0.053003	0.99233	0.99944	0.95773	1
ALG5	5	-0.083804	-0.92104	0.27288	0.92888	0.35703	1
ALG6	5	-0.1735	-1.4703	0.036806	0.54748	0.14147	1
ALG8	5	-0.025314	-0.23088	0.68909	0.98282	0.81741	1
ALG9	5	-0.004179	-0.037935	0.88397	0.99762	0.96974	1
ALK	5	0.018774	0.21534	0.89125	0.99778	0.8295	1
ALKBH1	5	0.15272	1.3686	0.084844	0.73684	0.17111	1
ALKBH2	5	-0.052733	-0.52495	0.46019	0.96065	0.59962	1
ALKBH3	5	0.0081532	0.078969	0.99944	0.99989	0.93706	1
ALKBH4	5	-0.084798	-0.86118	0.26726	0.92551	0.38914	1
ALKBH5	5	-0.091735	-1.2281	0.23674	0.91178	0.2194	1
ALKBH6	5	0.091659	0.90702	0.30479	0.93518	0.3644	1
ALKBH7	5	0.094264	0.98062	0.29006	0.93036	0.32678	1
ALKBH8	5	0.069059	0.54876	0.4474	0.95903	0.58317	1
ALLC	5	0.0024498	0.023914	0.9474	0.99848	0.98092	1
ALMS1	5	0.083042	0.81843	0.35411	0.9498	0.41311	1
ALOX12	5	0.10041	0.92049	0.2602	0.92093	0.35732	1
ALOX12B	5	-0.0057176	-0.096609	0.8674	0.99407	0.92304	1
ALOX15	5	-0.11445	-1.3422	0.14945	0.84574	0.17952	1
ALOX15B	5	-0.083431	-0.82302	0.27494	0.92888	0.41049	1
ALOX5	5	-0.093626	-0.93758	0.22751	0.90319	0.34846	1
ALOX5AP	5	0.081009	0.8342	0.36645	0.95115	0.40417	1
ALOXE3	5	0.0022601	0.027178	0.94585	0.99848	0.97832	1
ALPI	5	0.029281	0.45213	0.79078	0.99126	0.65117	1
ALPK1	5	-0.016518	-0.25517	0.76721	0.98897	0.79859	1
ALPK2	5	-0.036022	-0.4099	0.59168	0.9733	0.68188	1
ALPK3	5	0.03088	0.38193	0.77594	0.99126	0.70251	1
ALPL	5	0.11101	1.1218	0.21055	0.89166	0.26196	1
ALPP	3	0.043048	0.56613	0.73618	0.98702	0.57131	1
ALPPL2	3	-0.069237	-0.8135	0.46258	0.96065	0.41593	1
ALS2	5	-0.035603	-0.40147	0.59502	0.97408	0.68808	1
ALS2CL	5	0.17043	1.6358	0.054654	0.62852	0.10187	1
ALS2CR11	5	-0.037561	-0.34329	0.58106	0.9733	0.73138	1
ALS2CR12	5	-0.092222	-0.78704	0.23446	0.91041	0.43126	1
ALX1	5	-0.15643	-1.3747	0.055877	0.63729	0.16922	1
ALX3	5	-0.045568	-0.37897	0.5154	0.96796	0.70471	1
ALX4	5	-0.023215	-0.23244	0.70805	0.98405	0.8162	1
ALYREF	5	-0.23042	-1.4657	0.0088402	0.29444	0.14272	1
AMACR	5	-0.022353	-0.25669	0.71539	0.98507	0.79742	1
AMBN	5	0.078355	0.55997	0.38352	0.95627	0.5755	1
AMBP	5	0.050546	0.53249	0.59702	0.97468	0.59439	1
AMBRA1	5	0.0053526	0.053299	0.97454	0.99927	0.95749	1
AMD1	5	-0.073213	-0.45484	0.33104	0.94283	0.64923	1
AMDHD1	5	0.1316	1.317	0.13872	0.83697	0.18783	1
AMDHD2	5	-0.060719	-0.95816	0.40615	0.95628	0.33798	1
AMELX	5	-0.011539	-0.10996	0.81324	0.99186	0.91244	1
AMELY	5	-0.0070762	-0.12444	0.85466	0.99322	0.90097	1
AMER1	5	0.022049	0.22066	0.86006	0.99354	0.82536	1
AMER2	5	0.0444	0.51595	0.64923	0.98027	0.60589	1
AMER3	5	0.1016	0.82775	0.25292	0.9195	0.40781	1
AMFR	5	0.10312	1.1832	0.24491	0.91743	0.23675	1
AMH	5	-0.015644	-0.044981	0.77599	0.99126	0.96412	1
AMHR2	5	0.095426	0.93013	0.28444	0.93036	0.35231	1
AMICA1	5	0.0068519	0.06188	0.98821	0.99927	0.95066	1
AMIGO1	5	0.018424	0.23985	0.89503	0.99778	0.81045	1
AMIGO2	5	0.0069382	0.064583	0.98871	0.99927	0.94851	1
AMIGO3	5	-0.091804	-1.2315	0.23629	0.91143	0.21815	1
AMMECR1	5	-0.011825	-0.13418	0.81041	0.9915	0.89326	1
AMMECR1L	5	-0.11695	-1.0817	0.14233	0.8399	0.27938	1
AMN	5	0.092102	1.0661	0.30207	0.93498	0.28639	1
AMN1	5	-0.10792	-1.1784	0.17119	0.86275	0.23865	1
AMOT	5	0.049835	0.53553	0.60275	0.97519	0.59228	1
AMOTL1	5	0.078059	0.59405	0.38502	0.95627	0.55248	1
AMOTL2	5	-0.041994	-0.42044	0.5437	0.97091	0.67416	1
AMPD1	5	0.030459	0.20551	0.77972	0.99126	0.83717	1
AMPD2	5	-0.15432	-1.7635	0.059602	0.65286	0.077821	1
AMPD3	5	0.13277	1.419	0.13572	0.83118	0.1559	1
AMPH	5	-0.10805	-1.2524	0.17091	0.86275	0.21044	1
AMT	5	-0.048978	-0.54735	0.48899	0.96371	0.58414	1
AMTN	5	-0.1558	-1.1026	0.057267	0.64295	0.27021	1
AMY2A	3	-0.0099931	-0.072845	0.86028	0.99354	0.94193	1
AMY2B	1	0.077897	0.34854	0.68726	0.98282	0.72744	1
AMZ1	5	0.040362	0.4769	0.6882	0.98282	0.63344	1
AMZ2	5	0.045978	0.30439	0.637	0.97848	0.76083	1
ANAPC1	4	0.21755	0.56318	0.029912	0.50851	0.57331	1
ANAPC10	5	0.19302	0.50332	0.031413	0.51499	0.61474	1
ANAPC11	5	-0.039707	-0.17384	0.56272	0.9733	0.86199	1
ANAPC13	3	0.11678	0.57307	0.29973	0.93498	0.5666	1
ANAPC15	5	0.22352	1.617	0.013844	0.35169	0.10589	1
ANAPC16	5	0.17071	1.0877	0.054042	0.62508	0.27671	1
ANAPC2	5	0.073357	0.5438	0.41816	0.95788	0.58658	1
ANAPC4	5	-0.13222	-0.43513	0.10119	0.77745	0.66347	1
ANAPC5	5	-0.12218	-0.37918	0.12621	0.81541	0.70456	1
ANAPC7	5	-0.12036	-0.99074	0.1316	0.82273	0.32181	1
ANG	5	-0.19589	-1.9732	0.020683	0.42808	0.048475	1
ANGEL1	5	-0.063291	-0.76553	0.39064	0.95627	0.44396	1
ANGEL2	5	-0.076156	-0.67021	0.31347	0.93829	0.50272	1
ANGPT1	5	0.020448	0.18411	0.87529	0.99488	0.85393	1
ANGPT2	5	-0.0906	-0.79367	0.2418	0.91674	0.42739	1
ANGPT4	5	0.054832	0.53373	0.55893	0.9733	0.59353	1
ANGPTL1	5	0.2478	2.0479	0.007339	0.27966	0.040572	1
ANGPTL2	5	-0.15119	-1.9523	0.063827	0.66782	0.0509	1
ANGPTL3	5	0.16036	1.0754	0.071333	0.69962	0.28219	1
ANGPTL4	5	0.1293	0.91238	0.14567	0.8419	0.36157	1
ANGPTL5	5	-0.077109	-0.37868	0.30863	0.93675	0.70492	1
ANGPTL6	5	0.035256	0.44042	0.73357	0.98702	0.65964	1
ANGPTL7	5	0.035488	0.31892	0.73168	0.98702	0.74979	1
ANHX	5	-0.17922	-2.0945	0.031358	0.51499	0.036215	1
ANK1	5	0.066693	0.8205	0.46492	0.96137	0.41193	1
ANK2	5	0.059006	0.81384	0.52363	0.96817	0.41574	1
ANK3	5	-0.066803	-0.60442	0.36879	0.95115	0.54556	1
ANKAR	5	0.047373	0.46789	0.62521	0.97636	0.63986	1
ANKDD1A	5	0.23449	2.2689	0.010008	0.3125	0.023277	1
ANKDD1B	5	-0.038048	-0.37728	0.57762	0.9733	0.70596	1
ANKEF1	5	0.092058	0.88036	0.30251	0.93498	0.37867	1
ANKFN1	5	-0.0662	-0.70024	0.37207	0.95115	0.48378	1
ANKFY1	5	0.27864	2.1139	0.0030579	0.17974	0.034523	1
ANKH	5	-0.2206	-1.8476	0.01112	0.31898	0.064655	1
ANKHD1	5	-0.069521	-0.65948	0.35239	0.9498	0.50959	1
ANKHD1-EIF4EBP3	5	-0.012019	-0.10937	0.80868	0.9915	0.91291	1
ANKIB1	5	-0.34899	-2.3227	0.00055599	0.070922	0.020193	1
ANKK1	5	-0.0082802	-0.06084	0.84316	0.99235	0.95149	1
ANKLE1	5	0.12586	1.4556	0.15696	0.85307	0.1455	1
ANKLE2	5	-0.24947	-0.85634	0.0061715	0.26747	0.39181	1
ANKMY1	5	-0.065468	-0.68043	0.37663	0.95355	0.49623	1
ANKMY2	5	0.089992	0.70813	0.3138	0.93829	0.47887	1
ANKRA2	5	-0.12326	-0.68074	0.12343	0.81408	0.49604	1
ANKRD1	5	-0.061294	-0.50666	0.40237	0.95627	0.61239	1
ANKRD10	5	-0.034283	-0.40996	0.60897	0.97519	0.68183	1
ANKRD11	5	0.32369	3.2714	0.00094518	0.093333	0.0010703	0.837
ANKRD12	5	-0.0046938	-0.032676	0.87857	0.9961	0.97393	1
ANKRD13A	5	0.0051633	0.050235	0.9732	0.99927	0.95993	1
ANKRD13B	5	-0.0092545	-0.076531	0.83331	0.99234	0.939	1
ANKRD13C	5	0.25322	2.4952	0.0062827	0.26905	0.012588	1
ANKRD13D	5	0.052186	0.49423	0.5824	0.9733	0.62114	1
ANKRD16	5	0.024976	0.26087	0.83215	0.99234	0.79419	1
ANKRD17	5	0.13269	0.99152	0.13588	0.83118	0.32143	1
ANKRD18A	5	-0.02011	-0.22069	0.73513	0.98702	0.82533	1
ANKRD2	5	-0.034146	-0.35055	0.61003	0.97519	0.72593	1
ANKRD22	5	-0.028084	-0.15942	0.66402	0.98215	0.87334	1
ANKRD23	5	0.24205	1.5357	0.0081174	0.28405	0.1246	1
ANKRD24	5	-0.027279	-0.34398	0.67147	0.98282	0.73086	1
ANKRD26	5	-0.054299	-0.51835	0.44952	0.95959	0.60421	1
ANKRD27	5	0.0093948	0.083533	0.98738	0.99927	0.93343	1
ANKRD28	5	0.026849	0.26634	0.81358	0.99187	0.78998	1
ANKRD29	5	-0.034626	-0.5871	0.60564	0.97519	0.55714	1
ANKRD30A	5	0.13658	0.92504	0.12343	0.81408	0.35494	1
ANKRD30B	5	-0.023484	-0.13415	0.7061	0.98404	0.89328	1
ANKRD31	5	0.094107	0.82913	0.291	0.93036	0.40703	1
ANKRD32	5	-0.085714	-0.71598	0.26332	0.92215	0.474	1
ANKRD33	5	-0.10565	-1.5717	0.17864	0.86644	0.11601	1
ANKRD33B	5	0.091958	0.67828	0.30301	0.93498	0.49759	1
ANKRD34A	5	0.0020113	0.018769	0.94401	0.99848	0.98503	1
ANKRD34B	5	-0.21593	-1.3935	0.011898	0.33076	0.16346	1
ANKRD34C	5	-0.012164	-0.14803	0.80752	0.99147	0.88232	1
ANKRD35	5	0.040742	0.30079	0.68453	0.98282	0.76357	1
ANKRD36	5	0.10216	0.47664	0.25003	0.91936	0.63362	1
ANKRD37	5	0.073983	0.76735	0.41366	0.95643	0.44287	1
ANKRD39	5	0.17084	1.4303	0.053931	0.6246	0.15264	1
ANKRD40	5	0.043575	0.37851	0.65701	0.9807	0.70505	1
ANKRD42	5	-0.11862	-1.2417	0.13705	0.83395	0.21435	1
ANKRD44	5	-0.077367	-0.7592	0.30702	0.93602	0.44773	1
ANKRD45	5	0.022795	0.20625	0.85183	0.99287	0.8366	1
ANKRD46	5	-0.007412	-0.058314	0.85105	0.99261	0.9535	1
ANKRD49	5	-0.049989	-0.3096	0.48137	0.96371	0.75686	1
ANKRD50	5	0.050699	0.5257	0.59591	0.97445	0.59909	1
ANKRD52	5	0.12085	1.4297	0.17352	0.86549	0.1528	1
ANKRD53	5	-0.13391	-1.3894	0.09652	0.7653	0.16472	1
ANKRD54	5	-0.026413	-0.20586	0.67936	0.98282	0.8369	1
ANKRD55	5	0.059113	0.70404	0.52302	0.96817	0.48141	1
ANKRD6	5	-0.19258	-1.6134	0.022406	0.44629	0.10665	1
ANKRD61	5	-0.020943	-0.25579	0.72751	0.9866	0.79811	1
ANKRD62	5	0.035937	0.29675	0.72779	0.9866	0.76665	1
ANKRD65	5	-0.061466	-0.56598	0.40115	0.95627	0.57141	1
ANKRD66	5	0.071522	0.74614	0.4305	0.95903	0.45559	1
ANKRD7	5	-0.018807	-0.10737	0.74753	0.98722	0.91449	1
ANKRD9	5	0.013169	0.12529	0.94913	0.99848	0.9003	1
ANKS1A	5	0.018155	0.22864	0.89831	0.99778	0.81915	1
ANKS1B	5	0.098723	0.67567	0.26838	0.92592	0.49925	1
ANKS3	5	-0.0073554	-0.09534	0.85183	0.99287	0.92404	1
ANKS4B	5	0.036876	0.35751	0.71839	0.98522	0.72071	1
ANKS6	5	-0.18862	-2.0543	0.024964	0.46967	0.039945	1
ANKZF1	5	-0.028578	-0.29607	0.6599	0.98092	0.76718	1
ANLN	5	-0.1285	-0.84681	0.11009	0.7963	0.3971	1
ANO1	5	-0.035142	-0.49271	0.59958	0.97519	0.62221	1
ANO10	5	0.071697	0.40292	0.42945	0.95903	0.68701	1
ANO3	5	0.15083	1.4831	0.08868	0.74812	0.13806	1
ANO4	5	-0.1526	-1.5211	0.06177	0.66193	0.12823	1
ANO5	5	0.084243	0.99281	0.3466	0.94684	0.3208	1
ANO6	5	-0.076654	-0.99133	0.31074	0.93746	0.32152	1
ANO7	5	-0.039231	-0.474	0.56677	0.9733	0.6355	1
ANO8	5	0.22242	2.2412	0.014178	0.35565	0.025014	1
ANO9	5	0.082385	0.77212	0.35767	0.9498	0.44004	1
ANP32A	5	0.033451	0.26766	0.7512	0.98722	0.78896	1
ANP32B	5	-0.22441	-1.4293	0.010619	0.31728	0.15293	1
ANP32D	5	0.050115	0.16147	0.60063	0.97519	0.87173	1
ANP32E	5	-0.11092	-0.83736	0.16179	0.85551	0.40239	1
ANPEP	5	0.01711	0.22985	0.90943	0.99801	0.81821	1
ANTXR1	5	-0.13051	-0.67304	0.10441	0.78142	0.50092	1
ANTXR2	5	0.20199	2.1091	0.024519	0.46624	0.034936	1
ANTXRL	5	0.095641	0.71427	0.28316	0.93036	0.47506	1
ANXA1	5	-0.25752	-2.3848	0.0051707	0.24668	0.017087	1
ANXA10	5	0.10329	0.9022	0.24441	0.91743	0.36695	1
ANXA11	5	0.04214	0.48058	0.67124	0.98282	0.63082	1
ANXA13	5	-0.01602	-0.14344	0.77238	0.99052	0.88594	1
ANXA2	5	0.010725	0.14068	0.97454	0.99927	0.88812	1
ANXA2R	5	0.067597	0.52476	0.4588	0.96065	0.59975	1
ANXA3	5	-0.16295	-0.80107	0.04687	0.59832	0.42309	1
ANXA4	5	0.18302	1.5457	0.040587	0.57121	0.12217	1
ANXA5	5	0.21218	1.6297	0.018737	0.40848	0.10316	1
ANXA6	5	-0.094148	-1.0097	0.22473	0.90143	0.31265	1
ANXA7	5	-0.094308	-0.86347	0.2239	0.90029	0.38788	1
ANXA8	3	-0.03907	-0.19949	0.65429	0.9807	0.84188	1
ANXA8L1	4	-0.094407	-1.0326	0.27132	0.92829	0.30179	1
ANXA8L2	1	-0.10856	-0.46828	0.499	0.96433	0.63958	1
ANXA9	5	0.068096	1.0997	0.45435	0.96006	0.27147	1
AOAH	5	-0.062393	-0.32687	0.39564	0.95627	0.74377	1
AOC1	5	0.034863	0.41714	0.73807	0.98702	0.67658	1
AOC2	5	-0.0041526	-0.043868	0.88452	0.99763	0.96501	1
AOC3	5	-0.055335	-0.3722	0.44257	0.95903	0.70974	1
AOX1	5	-0.19241	-1.84	0.022629	0.45022	0.065763	1
AP1AR	5	0.056343	0.41898	0.54565	0.97091	0.67523	1
AP1B1	5	0.060395	0.53994	0.51273	0.96796	0.58924	1
AP1G1	5	0.067104	0.60016	0.46153	0.96065	0.5484	1
AP1G2	5	-0.10466	-1.0696	0.18131	0.8678	0.28478	1
AP1M1	5	0.036467	0.38373	0.72251	0.98552	0.70118	1
AP1M2	5	0.021443	0.19758	0.86528	0.99368	0.84338	1
AP1S1	5	-0.009328	-0.10018	0.83276	0.99234	0.9202	1
AP1S2	5	-0.22189	-1.4894	0.011009	0.31898	0.13639	1
AP1S3	5	0.0351	0.38067	0.73529	0.98702	0.70345	1
AP2A1	5	0.23782	2.4816	0.0092294	0.30018	0.013078	1
AP2A2	5	-0.020761	-0.22312	0.72912	0.98683	0.82344	1
AP2B1	5	-0.030396	-0.2699	0.64395	0.97922	0.78723	1
AP2M1	5	0.18299	0.86964	0.040587	0.57121	0.3845	1
AP2S1	5	0.19092	0.55624	0.032914	0.52102	0.57805	1
AP3B1	5	0.12739	1.2171	0.15212	0.84864	0.22356	1
AP3B2	5	0.090976	0.88718	0.30796	0.93612	0.37498	1
AP3D1	5	-0.064998	-0.68385	0.37941	0.95534	0.49407	1
AP3M1	5	-0.038413	-0.22094	0.57422	0.9733	0.82514	1
AP3M2	5	-0.0008825	-0.0074228	0.9156	0.99801	0.99408	1
AP3S1	5	0.25035	1.2088	0.0068387	0.27373	0.22673	1
AP3S2	5	0.18423	1.1935	0.039308	0.562	0.23268	1
AP4B1	5	0.11228	1.1804	0.20505	0.88515	0.23785	1
AP4E1	5	0.072749	0.59224	0.42199	0.95882	0.55369	1
