Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
AGBL1	3	0.16799	1.3591	0.13911	0.87789	0.17411	1
AGBL2	3	0.034627	0.26047	0.8029	0.99889	0.7945	1
AGBL3	3	0.19358	1.3107	0.089458	0.80129	0.18997	1
AGBL4	3	-0.11656	-0.76906	0.25409	0.95812	0.44186	1
AGBL5	3	-0.018702	-0.17592	0.79957	0.99889	0.86036	1
AGER	3	-0.1955	-2.4278	0.073835	0.76457	0.015191	1
AGFG1	3	0.09974	0.76806	0.38608	0.99484	0.44245	1
AGFG2	3	0.18089	1.4029	0.11225	0.84044	0.16066	1
AGGF1	3	0.05704	0.37711	0.6425	0.99645	0.70609	1
AGK	3	0.030143	0.26598	0.83454	0.99889	0.79025	1
AGL	3	-0.084792	-0.62184	0.38797	0.99529	0.53405	1
AGMAT	3	-0.10187	-1.1121	0.31274	0.97726	0.2661	1
AGMO	3	-0.0079659	-0.083112	0.87763	0.99931	0.93376	1
AGO1	3	0.14687	1.1955	0.19448	0.91782	0.2319	1
AGO2	3	-0.10417	-1.014	0.30218	0.97726	0.31056	1
AGO3	3	0.072455	0.3531	0.54314	0.99645	0.72401	1
AGO4	3	-0.025569	-0.28813	0.75131	0.99796	0.77324	1
AGPAT1	3	-0.16582	-1.265	0.12087	0.84592	0.20585	1
AGPAT2	3	0.15106	0.75047	0.18281	0.91165	0.45297	1
AGPAT3	3	0.11867	1.0274	0.29756	0.97685	0.30424	1
AGPAT4	3	-0.1076	-1.0047	0.28711	0.97049	0.31504	1
AGPAT5	3	-0.07591	-0.37649	0.43389	0.99645	0.70655	1
AGPAT6	3	-0.13178	-1.2442	0.20188	0.93318	0.21341	1
AGPAT9	3	-0.035485	-0.1726	0.6817	0.99645	0.86297	1
AGPS	3	-0.0024834	-0.014584	0.91805	0.99931	0.98836	1
AGR2	3	0.1312	0.58164	0.24708	0.95812	0.56081	1
AGR3	3	-0.17382	-0.82339	0.10608	0.82633	0.41029	1
AGRN	3	-0.0066576	-0.062121	0.8878	0.99931	0.95047	1
AGRP	3	-0.024907	-0.30293	0.75575	0.99796	0.76194	1
AGT	3	0.024049	0.20788	0.87918	0.99931	0.83532	1
AGTPBP1	3	-0.014695	-0.13656	0.82653	0.99889	0.89138	1
AGTR1	3	-0.13708	-1.1902	0.18576	0.91165	0.23397	1
AGTR2	3	0.035174	0.11405	0.79923	0.99889	0.9092	1
AGTRAP	3	0.042144	0.37596	0.74463	0.99687	0.70695	1
AGXT	3	-0.038974	-0.28186	0.65612	0.99645	0.77805	1
AGXT2	3	-0.0022804	-0.014037	0.91977	0.99931	0.9888	1
AHCTF1	3	-0.079	-0.43627	0.41849	0.99645	0.66264	1
AHCY	3	-0.059888	-0.11593	0.52396	0.99645	0.90771	1
AHCYL1	3	0.11573	0.56227	0.31024	0.97726	0.57393	1
AHCYL2	3	0.16344	1.1129	0.15039	0.88951	0.26574	1
AHDC1	3	0.03713	0.26147	0.78517	0.99889	0.79373	1
AHI1	3	-0.025596	-0.17983	0.7512	0.99796	0.85728	1
AHNAK	3	0.073209	0.40518	0.5387	0.99645	0.68535	1
AHNAK2	3	0.015296	0.11381	0.94524	0.99931	0.90939	1
AHR	3	0.013285	0.13777	0.96041	0.99931	0.89042	1
AHRR	3	-0.17689	-1.6919	0.10175	0.82144	0.090674	1
AHSA1	3	-0.17228	-1.2898	0.1082	0.82633	0.19711	1
AHSA2	3	-0.22249	-1.5553	0.047315	0.67809	0.11986	1
AHSG	3	-0.16573	-1.8836	0.12109	0.84592	0.059616	1
AHSP	3	0.011496	0.1028	0.97359	0.99943	0.91812	1
AICDA	3	0.080391	0.83717	0.49422	0.99645	0.40249	1
AIDA	3	0.016929	0.096712	0.93428	0.99931	0.92296	1
AIF1	3	-0.085821	-0.61675	0.38285	0.99308	0.5374	1
AIF1L	3	0.30234	0.78093	0.01301	0.42857	0.43484	1
AIFM1	3	-0.0047153	-0.03245	0.90242	0.99931	0.97411	1
AIFM2	3	-0.054067	-0.34668	0.55866	0.99645	0.72884	1
AIFM3	3	0.24963	0.9992	0.032359	0.60436	0.3177	1
AIG1	3	0.097351	0.99616	0.40009	0.99645	0.31917	1
AIM1	3	-0.057848	-0.8299	0.53536	0.99645	0.4066	1
AIM2	3	0.12671	0.96512	0.26293	0.96152	0.33448	1
AIMP1	3	0.064674	0.37551	0.59446	0.99645	0.70728	1
AIMP2	3	-0.052323	-0.49434	0.56889	0.99645	0.62106	1
AIP	3	0.018597	0.10217	0.92161	0.99931	0.91862	1
AIPL1	3	-0.026747	-0.22968	0.74163	0.99687	0.81834	1
AIRE	3	-0.059137	-0.35243	0.52819	0.99645	0.72451	1
AJAP1	3	-0.070962	-0.61257	0.46052	0.99645	0.54016	1
AJUBA	3	0.048197	0.34828	0.70271	0.99645	0.72763	1
AK1	3	-0.095086	-0.53254	0.34177	0.983	0.59435	1
AK2	3	0.08583	0.26679	0.46091	0.99645	0.78963	1
AK3	3	0.077107	0.5186	0.51407	0.99645	0.60404	1
AK4	3	0.21139	1.7845	0.063939	0.7426	0.074346	1
AK5	3	0.022371	0.16435	0.89192	0.99931	0.86946	1
AK6	3	-0.56317	-1.4056	0.00033359	0.071429	0.15986	1
AK7	3	0.080955	0.80128	0.48977	0.99645	0.42297	1
AK8	3	-0.047444	-0.26628	0.60019	0.99645	0.79002	1
AK9	3	-0.12057	-0.82903	0.23941	0.95717	0.40709	1
AKAP1	3	-0.34765	-0.83662	0.0056711	0.30357	0.40281	1
AKAP10	3	0.048748	0.32339	0.69849	0.99645	0.7464	1
AKAP11	3	-0.090901	-0.77987	0.36095	0.98528	0.43547	1
AKAP12	3	-0.15145	-1.4335	0.15062	0.88966	0.15171	1
AKAP13	3	0.18437	1.43	0.10491	0.82558	0.15272	1
AKAP14	3	0.029864	0.17749	0.83621	0.99889	0.85913	1
AKAP17A	3	-0.058759	-0.66065	0.53063	0.99645	0.50884	1
AKAP2	3	-0.017484	-0.15299	0.80807	0.99889	0.87841	1
AKAP3	3	0.090205	0.54412	0.43801	0.99645	0.58636	1
AKAP4	3	0.087034	0.66835	0.45408	0.99645	0.50391	1
AKAP5	3	-0.10516	-0.92043	0.2979	0.97685	0.35735	1
AKAP6	3	-0.027793	-0.24427	0.73418	0.99687	0.80702	1
AKAP7	3	-0.013412	-0.086297	0.83587	0.99889	0.93123	1
AKAP8	3	-0.088972	-1.1802	0.36884	0.98853	0.23792	1
AKAP8L	3	-0.062914	-0.53244	0.50539	0.99645	0.59442	1
AKAP9	3	-0.15581	-1.2354	0.14222	0.88322	0.21668	1
AKIP1	3	0.028709	0.29375	0.8446	0.99889	0.76895	1
AKIRIN1	3	-0.19138	-1.2497	0.078394	0.77345	0.21141	1
AKIRIN2	3	-0.12145	-0.53552	0.23685	0.95658	0.59229	1
AKNA	3	0.017491	0.093182	0.92933	0.99931	0.92576	1
AKNAD1	3	0.10959	0.68722	0.33621	0.98138	0.49194	1
AKR1A1	3	-0.035476	-0.3683	0.6817	0.99645	0.71265	1
AKR1B1	3	-0.043618	-0.37078	0.62415	0.99645	0.7108	1
AKR1B10	3	-0.30604	-1.8855	0.010953	0.40619	0.059366	1
AKR1B15	3	0.02391	0.058922	0.88046	0.99931	0.95301	1
AKR1C1	3	0.014611	0.059057	0.95007	0.99931	0.95291	1
AKR1C2	3	0.023095	0.14247	0.88658	0.99931	0.88671	1
AKR1C3	3	-0.081862	-0.52478	0.40415	0.99645	0.59974	1
AKR1C4	3	0.03733	0.33782	0.78367	0.99889	0.7355	1
AKR1D1	3	-0.21749	-0.97621	0.052596	0.70354	0.32896	1
AKR1E2	3	-0.050759	-0.443	0.57901	0.99645	0.65777	1
AKR7A2	3	-0.14946	-0.89662	0.15562	0.89711	0.36992	1
AKR7A3	3	0.13369	1.5482	0.23863	0.95705	0.12157	1
AKT1	3	0.14478	0.92585	0.20227	0.93402	0.35453	1
AKT1S1	3	-0.17234	-1.3645	0.10814	0.82633	0.1724	1
AKT2	3	0.10881	0.6637	0.34004	0.98219	0.50688	1
AKT3	3	-0.0197	-0.16	0.79306	0.99889	0.87288	1
AKTIP	3	0.11094	0.74844	0.33015	0.97939	0.4542	1
ALAD	3	-0.11	-0.68041	0.27777	0.96731	0.49624	1
ALAS1	3	-0.20197	-2.0868	0.067108	0.74644	0.036906	1
ALAS2	3	0.074855	0.51025	0.52847	0.99645	0.60987	1
ALB	3	0.16254	1.467	0.15284	0.89409	0.14237	1
ALCAM	3	-0.059021	-0.56054	0.52886	0.99645	0.57511	1
ALDH16A1	3	0.07756	0.96667	0.5114	0.99645	0.33371	1
ALDH18A1	3	-0.16185	-0.53991	0.12882	0.85997	0.58926	1
ALDH1A1	3	-0.038176	-0.33197	0.66113	0.99645	0.73991	1
ALDH1A2	3	-0.0083277	-0.043953	0.87529	0.99931	0.96494	1
ALDH1A3	3	0.011876	0.066293	0.97109	0.99931	0.94714	1
ALDH1B1	3	0.090504	0.56735	0.43712	0.99645	0.57048	1
ALDH1L1	3	0.05311	0.43777	0.66941	0.99645	0.66155	1
ALDH1L2	3	0.19441	1.0119	0.087902	0.79848	0.31159	1
ALDH2	3	-0.079786	-0.51531	0.4151	0.99645	0.60634	1
ALDH3A1	3	-0.051764	-0.40762	0.57228	0.99645	0.68356	1
ALDH3A2	3	-0.032055	-0.26301	0.70433	0.99645	0.79255	1
ALDH3B2	3	0.09912	1.0847	0.38958	0.99616	0.27806	1
ALDH4A1	3	0.18753	1.0078	0.099133	0.81827	0.31356	1
ALDH5A1	3	-0.090596	-0.74824	0.362	0.98577	0.45431	1
ALDH6A1	3	-0.020262	-0.15595	0.789	0.99889	0.87607	1
ALDH7A1	3	-0.070377	-0.40578	0.46381	0.99645	0.6849	1
ALDH8A1	3	0.08449	0.75271	0.46814	0.99645	0.45162	1
ALDH9A1	3	-0.064995	-0.54846	0.49344	0.99645	0.58338	1
ALDOA	3	0.16673	0.58137	0.142	0.88252	0.56099	1
ALDOB	3	-0.0088328	-0.054571	0.87151	0.99931	0.95648	1
ALDOC	3	-0.032473	-0.30026	0.70105	0.99645	0.76398	1
ALG1	3	-0.02217	-0.13204	0.77521	0.99878	0.89495	1
ALG10	3	0.0059042	0.030517	0.9826	0.99967	0.97565	1
ALG10B	3	-0.06507	-0.40102	0.49283	0.99645	0.6884	1
ALG11	3	0.21086	0.51331	0.064939	0.74601	0.60773	1
ALG12	3	0.032935	0.23658	0.81613	0.99889	0.81299	1
ALG13	3	-0.10963	-0.52254	0.27922	0.96731	0.6013	1
ALG14	3	0.16723	0.49062	0.14089	0.88072	0.6237	1
ALG1L	2	-0.0006838	-0.0029913	0.94612	0.99931	0.99761	1
ALG2	3	0.49942	2.0321	0.00050039	0.076923	0.042147	1
ALG3	3	-0.050735	-0.35666	0.57928	0.99645	0.72135	1
ALG5	3	-0.21241	-2.0193	0.056655	0.71309	0.043458	1
ALG6	3	-0.20636	-1.2088	0.062549	0.73916	0.22676	1
ALG8	3	0.067816	0.43562	0.57328	0.99645	0.66311	1
ALG9	3	-0.0097629	-0.08146	0.86506	0.99931	0.93508	1
ALK	3	-0.078705	-0.96419	0.41999	0.99645	0.33495	1
ALKBH1	3	0.053678	0.43091	0.66557	0.99645	0.66653	1
ALKBH2	3	0.051343	0.5336	0.68275	0.99645	0.59362	1
ALKBH3	3	0.03914	0.28272	0.7686	0.99842	0.77739	1
ALKBH4	3	0.00092267	0.0069985	0.94362	0.99931	0.99442	1
ALKBH5	3	-0.078696	-0.87329	0.41999	0.99645	0.3825	1
ALKBH6	3	0.15246	0.95538	0.17875	0.91165	0.33939	1
ALKBH7	3	0.026059	0.21167	0.86378	0.99931	0.83236	1
ALKBH8	3	-0.087684	-0.53505	0.37557	0.99226	0.59262	1
ALLC	3	0.092277	0.59819	0.42744	0.99645	0.54971	1
ALMS1	3	0.12708	1.0388	0.26193	0.96152	0.29891	1
ALOX12	3	0.24337	1.5002	0.035806	0.61833	0.13357	1
ALOX12B	3	0.05728	0.75236	0.64117	0.99645	0.45183	1
ALOX15	3	-0.044407	-0.43879	0.61848	0.99645	0.66082	1
ALOX15B	3	-0.070842	-0.72003	0.46119	0.99645	0.47151	1
ALOX5	3	-0.091249	-0.72924	0.35945	0.98528	0.46585	1
ALOX5AP	3	0.11624	1.137	0.30796	0.97726	0.25556	1
ALOXE3	3	0.067808	0.62116	0.57328	0.99645	0.53449	1
ALPI	3	0.093374	1.0112	0.42166	0.99645	0.31194	1
ALPK1	3	0.055048	0.81585	0.65595	0.99645	0.41459	1
ALPK2	3	-0.12561	-1.0784	0.22234	0.94112	0.28086	1
ALPK3	3	0.041774	0.38612	0.74769	0.9977	0.69941	1
ALPL	3	0.041109	0.33736	0.75309	0.99796	0.73584	1
ALPP	3	0.043996	0.5798	0.73246	0.99687	0.56205	1
ALPPL2	3	-0.068216	-0.80297	0.47543	0.99645	0.42199	1
ALS2	3	0.0077806	0.065849	0.99761	0.99967	0.9475	1
ALS2CL	3	0.04457	0.44389	0.72846	0.99687	0.65713	1
ALS2CR11	3	0.026457	0.18943	0.86089	0.99931	0.84976	1
ALS2CR12	3	-0.2199	-1.3727	0.050206	0.69495	0.16986	1
ALX1	3	-0.10321	-0.69956	0.30646	0.97726	0.4842	1
ALX3	3	-0.026487	-0.14673	0.74358	0.99687	0.88334	1
ALX4	3	-0.090113	-0.79279	0.36439	0.98751	0.4279	1
ALYREF	3	-0.32679	-1.3978	0.0077282	0.3555	0.16217	1
AMACR	3	0.0043861	0.033706	0.96942	0.99931	0.97311	1
AMBN	3	0.12438	0.58904	0.2716	0.9658	0.55583	1
AMBP	3	0.049694	0.4421	0.69321	0.99645	0.65842	1
AMBRA1	3	-0.070214	-0.6241	0.46475	0.99645	0.53256	1
AMD1	3	-0.098676	-0.39791	0.32481	0.97726	0.69069	1
AMDHD1	3	0.057788	0.42319	0.63766	0.99645	0.67216	1
AMDHD2	3	0.0029413	0.035122	0.95897	0.99931	0.97198	1
AMELX	3	-0.065732	-0.47316	0.48866	0.99645	0.6361	1
AMELY	3	-0.010078	-0.16528	0.86234	0.99931	0.86872	1
AMER1	3	-0.032989	-0.21908	0.6976	0.99645	0.82659	1
AMER2	3	0.090648	0.86775	0.43628	0.99645	0.38553	1
AMER3	3	0.099601	0.74067	0.3868	0.995	0.45889	1
AMFR	3	0.07905	0.61965	0.50206	0.99645	0.53549	1
AMH	3	-0.099423	-1.0847	0.32147	0.97726	0.27804	1
AMHR2	3	0.06858	0.63613	0.56828	0.99645	0.52469	1
AMICA1	3	0.044225	0.28521	0.73118	0.99687	0.77548	1
AMIGO1	3	0.075219	0.6626	0.52624	0.99645	0.50759	1
AMIGO2	3	-0.067424	-0.44585	0.47976	0.99645	0.65571	1
AMIGO3	3	-0.03697	-0.39456	0.67002	0.99645	0.69317	1
AMMECR1	3	0.079706	0.73184	0.49811	0.99645	0.46427	1
AMMECR1L	3	-0.31146	-2.4511	0.0099522	0.38745	0.014244	1
AMN	3	0.026587	0.22937	0.85967	0.99931	0.81858	1
AMN1	3	-0.20331	-1.3992	0.066051	0.74644	0.16176	1
AMOT	3	-0.004687	-0.035197	0.90259	0.99931	0.97192	1
AMOTL1	3	0.050286	0.26716	0.68965	0.99645	0.78935	1
AMOTL2	3	-0.063335	-0.42873	0.50289	0.99645	0.66812	1
AMPD1	3	-0.0053328	-0.022113	0.89831	0.99931	0.98236	1
AMPD2	3	-0.18829	-1.5492	0.083732	0.78663	0.12133	1
AMPD3	3	0.11718	1.0098	0.30407	0.97726	0.31258	1
AMPH	3	-0.025083	-0.30217	0.75431	0.99796	0.76252	1
AMT	3	-0.09866	-1.2192	0.32492	0.97726	0.22277	1
AMTN	3	-0.15177	-0.70769	0.15001	0.88933	0.47914	1
AMY2A	3	-0.0089236	-0.065087	0.87107	0.99931	0.94811	1
AMY2B	1	0.079361	0.35379	0.68309	0.99645	0.7235	1
AMZ1	3	0.041924	0.3621	0.74658	0.99747	0.71727	1
AMZ2	3	-0.01482	-0.081026	0.82525	0.99889	0.93542	1
ANAPC1	3	-0.032121	-0.069391	0.70388	0.99645	0.94468	1
ANAPC10	3	0.43793	1.1291	0.00139	0.14365	0.25885	1
ANAPC11	3	-0.050081	-0.13844	0.58395	0.99645	0.8899	1
ANAPC13	3	0.11751	0.57568	0.30262	0.97726	0.56483	1
ANAPC15	3	0.22044	1.1187	0.052986	0.70354	0.26326	1
ANAPC16	3	0.10774	0.59103	0.34488	0.98325	0.5545	1
ANAPC2	3	0.044658	0.24273	0.72818	0.99687	0.80822	1
ANAPC4	3	-0.17023	-0.40141	0.11259	0.84044	0.68812	1
ANAPC5	3	-0.11732	-0.3538	0.25164	0.95812	0.72349	1
ANAPC7	3	-0.15379	-0.88184	0.14622	0.88509	0.37786	1
ANG	3	-0.29857	-2.7006	0.012176	0.42197	0.0069205	1
ANGEL1	3	-0.053649	-0.55946	0.56099	0.99645	0.57585	1
ANGEL2	3	-0.16251	-0.99034	0.12777	0.85714	0.32201	1
ANGPT1	3	-0.013005	-0.09101	0.83926	0.99889	0.92748	1
ANGPT2	3	-0.26805	-1.9019	0.021461	0.52446	0.05719	1
ANGPT4	3	-0.061711	-0.50853	0.51273	0.99645	0.61108	1
ANGPTL1	3	0.27817	1.6383	0.02046	0.51977	0.10137	1
ANGPTL2	3	-0.22454	-1.9507	0.045535	0.66911	0.051092	1
ANGPTL3	3	0.13514	0.69803	0.23301	0.95272	0.48516	1
ANGPTL4	3	0.084911	0.43209	0.46592	0.99645	0.66568	1
ANGPTL5	3	-0.24218	-0.84694	0.033804	0.61515	0.39703	1
ANGPTL6	3	0.031745	0.27662	0.82431	0.99889	0.78207	1
ANGPTL7	3	0.15152	0.97698	0.18175	0.91165	0.32858	1
ANHX	3	-0.22024	-1.7847	0.04965	0.69136	0.074303	1
ANK1	3	0.093553	0.81273	0.42066	0.99645	0.41637	1
ANK2	3	0.058112	0.52613	0.63622	0.99645	0.5988	1
ANK3	3	-0.095644	-0.58467	0.33893	0.98196	0.55877	1
ANKAR	3	-0.0077877	-0.053237	0.87913	0.99931	0.95754	1
ANKDD1A	3	0.19346	1.6258	0.089681	0.80209	0.10399	1
ANKDD1B	3	-0.0048513	-0.030696	0.90181	0.99931	0.97551	1
ANKEF1	3	0.066345	0.45972	0.58312	0.99645	0.64572	1
ANKFN1	3	-0.048415	-0.42799	0.59452	0.99645	0.66866	1
ANKFY1	3	0.21175	1.2639	0.063494	0.74173	0.20628	1
ANKH	3	-0.13704	-1.5467	0.18598	0.91165	0.12194	1
ANKHD1	3	0.062509	0.46387	0.60797	0.99645	0.64274	1
ANKHD1-EIF4EBP3	3	0.033259	0.18928	0.81424	0.99889	0.84987	1
ANKIB1	3	-0.32101	-1.4677	0.0083398	0.36585	0.14219	1
ANKK1	3	-0.026737	-0.13354	0.74174	0.99687	0.89376	1
ANKLE1	3	0.08679	0.77276	0.45541	0.99645	0.43966	1
ANKLE2	3	-0.39015	-0.92179	0.0025575	0.20087	0.35664	1
ANKMY1	3	-0.070803	-0.49259	0.46136	0.99645	0.6223	1
ANKMY2	3	0.014419	0.0794	0.95152	0.99931	0.93671	1
ANKRA2	3	-0.22751	-0.79496	0.043478	0.65635	0.42664	1
ANKRD1	3	-0.23531	-2.214	0.03803	0.62602	0.026826	1
ANKRD10	3	0.059633	0.46303	0.6266	0.99645	0.64334	1
ANKRD11	3	0.44771	2.7287	0.0012232	0.13415	0.0063593	1
ANKRD12	3	0.03731	0.2436	0.78378	0.99889	0.80754	1
ANKRD13A	3	-0.052312	-0.33787	0.569	0.99645	0.73546	1
ANKRD13B	3	0.057341	0.29954	0.64094	0.99645	0.76453	1
ANKRD13C	3	0.18995	1.8524	0.094629	0.80549	0.063965	1
ANKRD13D	3	0.11398	0.75262	0.3178	0.97726	0.45168	1
ANKRD16	3	-0.00011725	-0.0012412	0.93473	0.99931	0.99901	1
ANKRD17	3	0.18667	1.0641	0.10091	0.82144	0.28726	1
ANKRD18A	3	0.014381	0.13954	0.95163	0.99931	0.88902	1
ANKRD2	3	0.011631	0.080375	0.97259	0.99943	0.93594	1
ANKRD22	3	0.076019	0.41202	0.52141	0.99645	0.68033	1
ANKRD23	3	0.07762	0.46587	0.51079	0.99645	0.64131	1
ANKRD24	3	0.0035245	0.030966	0.96314	0.99931	0.9753	1
ANKRD26	3	-0.054017	-0.37052	0.55905	0.99645	0.711	1
ANKRD27	3	-0.023264	-0.1747	0.76743	0.99842	0.86132	1
ANKRD28	3	0.054848	0.38086	0.65762	0.99645	0.70331	1
ANKRD29	3	-0.15519	-2.1093	0.14356	0.88481	0.034922	1
ANKRD30A	3	0.19778	0.89913	0.082731	0.78663	0.36859	1
ANKRD30B	3	-0.14119	-0.52804	0.1753	0.91154	0.59747	1
ANKRD31	3	0.094309	0.57237	0.41616	0.99645	0.56707	1
ANKRD32	3	0.096528	0.60969	0.40515	0.99645	0.54207	1
ANKRD33	3	-0.086341	-1.119	0.38074	0.99277	0.26313	1
ANKRD33B	3	0.12202	0.57531	0.28216	0.96967	0.56508	1
ANKRD34A	3	-0.019669	-0.12684	0.79317	0.99889	0.89907	1
ANKRD34B	3	-0.27625	-1.1443	0.018792	0.49706	0.2525	1
ANKRD34C	3	-0.099061	-0.90578	0.32359	0.97726	0.36505	1
ANKRD35	3	0.079241	1.129	0.501	0.99645	0.25889	1
ANKRD36	3	0.25584	0.78171	0.029523	0.5933	0.43438	1
ANKRD37	3	0.034942	0.27979	0.80101	0.99889	0.77964	1
ANKRD39	3	0.12212	1.0294	0.28172	0.96967	0.3033	1
ANKRD40	3	0.0068791	0.038402	0.99027	0.99967	0.96937	1
ANKRD42	3	-0.18283	-1.4622	0.091905	0.80228	0.1437	1
ANKRD44	3	-0.14209	-1.3372	0.17258	0.91154	0.18117	1
ANKRD45	3	0.0085552	0.053575	0.99561	0.99967	0.95727	1
ANKRD46	3	-0.091382	-0.47414	0.35928	0.98528	0.6354	1
ANKRD49	3	-0.08971	-0.37756	0.36601	0.98772	0.70576	1
ANKRD50	3	0.018602	0.14676	0.92161	0.99931	0.88332	1
ANKRD52	3	0.095639	0.83354	0.40887	0.99645	0.40454	1
ANKRD53	3	-0.097418	-0.84408	0.33053	0.97951	0.39863	1
ANKRD54	3	-0.042916	-0.36084	0.62866	0.99645	0.71822	1
ANKRD55	3	-0.031671	-0.29732	0.70672	0.99645	0.76622	1
ANKRD6	3	-0.31324	-2.0191	0.0095074	0.37582	0.043478	1
ANKRD61	3	-0.0062335	-0.0524	0.89103	0.99931	0.95821	1
ANKRD62	3	0.01125	0.073516	0.97543	0.99949	0.9414	1
ANKRD65	3	-0.091198	-0.64152	0.35972	0.98528	0.52119	1
ANKRD66	3	0.16248	1.1306	0.15301	0.89409	0.2582	1
ANKRD7	3	0.11635	0.40711	0.30768	0.97726	0.68393	1
ANKRD9	3	-0.0064596	-0.040516	0.88947	0.99931	0.96768	1
ANKS1A	3	-0.051928	-0.5099	0.57133	0.99645	0.61012	1
ANKS1B	3	0.12202	1.0263	0.28216	0.96967	0.30475	1
ANKS3	3	0.11663	1.2082	0.30646	0.97726	0.22696	1
ANKS4B	3	0.16938	1.0357	0.13566	0.87112	0.30034	1
ANKS6	3	-0.20552	-1.8869	0.063772	0.7426	0.059174	1
ANKZF1	3	-0.061494	-0.43501	0.51379	0.99645	0.66355	1
ANLN	3	-0.12935	-0.55588	0.20983	0.94075	0.5783	1
ANO1	3	-0.014993	-0.136	0.8242	0.99889	0.89183	1
ANO10	3	0.12756	0.48861	0.25976	0.96057	0.62511	1
ANO3	3	0.16612	1.2708	0.14367	0.88481	0.20379	1
ANO4	3	-0.2376	-1.6872	0.036528	0.61833	0.091574	1
ANO5	3	0.11723	0.98063	0.30379	0.97726	0.32677	1
ANO6	3	-0.20307	-2.7092	0.066107	0.74644	0.006745	1
ANO7	3	-0.031184	-0.25658	0.71039	0.99645	0.79751	1
ANO8	3	0.24597	1.9478	0.034304	0.61515	0.051442	1
ANO9	3	0.043399	0.31853	0.73641	0.99687	0.75008	1
ANP32A	3	0.097576	0.60164	0.39842	0.99645	0.54742	1
ANP32B	3	-0.12068	-0.68348	0.23913	0.95705	0.4943	1
ANP32D	3	0.017264	0.033249	0.93134	0.99931	0.97348	1
ANP32E	3	-0.081036	-0.46818	0.40815	0.99645	0.63965	1
ANPEP	3	0.0080753	0.087258	0.99956	0.99972	0.93047	1
ANTXR1	3	0.023354	0.08003	0.88435	0.99931	0.93621	1
ANTXR2	3	0.24625	1.8029	0.034193	0.61515	0.0714	1
ANTXRL	3	0.09508	0.58642	0.41199	0.99645	0.55759	1
ANXA1	3	-0.38489	-2.5945	0.0028355	0.21311	0.0094725	1
ANXA10	3	0.024747	0.14699	0.87301	0.99931	0.88314	1
ANXA11	3	0.025562	0.23251	0.86745	0.99931	0.81614	1
ANXA13	3	-0.13133	-0.91835	0.2036	0.93567	0.35843	1
ANXA2	3	0.075345	0.89625	0.52569	0.99645	0.37012	1
ANXA2R	3	-0.011979	-0.061624	0.8471	0.99889	0.95086	1
ANXA3	3	-0.31868	-1.0197	0.0085066	0.36779	0.30786	1
ANXA4	3	0.086786	0.61026	0.45541	0.99645	0.54169	1
ANXA5	3	0.36502	1.693	0.0040031	0.24917	0.090446	1
ANXA6	3	-0.11246	-0.95372	0.26799	0.96152	0.34023	1
ANXA7	3	-0.14744	-0.88267	0.16001	0.89922	0.37742	1
ANXA8	3	-0.037543	-0.19131	0.66535	0.99645	0.84828	1
ANXA8L1	3	-0.10476	-0.91172	0.29973	0.97726	0.36191	1
ANXA8L2	1	-0.10776	-0.46603	0.51362	0.99645	0.6412	1
ANXA9	3	0.06867	0.77096	0.56739	0.99645	0.44073	1
AOAH	3	-0.038707	-0.12315	0.65773	0.99645	0.90199	1
AOC1	3	0.068699	0.5325	0.56716	0.99645	0.59438	1
AOC2	3	-0.011344	-0.093926	0.85211	0.99902	0.92517	1
AOC3	3	0.022729	0.20189	0.88919	0.99931	0.84	1
AOX1	3	-0.19579	-1.3857	0.07339	0.76457	0.16584	1
AP1AR	3	0.12867	0.64733	0.25564	0.95814	0.51742	1
AP1B1	3	0.0083414	0.060952	0.99728	0.99967	0.9514	1
AP1G1	3	0.13105	0.82275	0.24747	0.95812	0.41065	1
AP1G2	3	-0.25816	-2.0281	0.025742	0.56863	0.042545	1
AP1M1	3	0.035782	0.36934	0.79517	0.99889	0.71188	1
AP1M2	3	0.0039301	0.027795	0.96597	0.99931	0.97783	1
AP1S1	3	-0.028085	-0.20079	0.73162	0.99687	0.84087	1
AP1S2	3	-0.23977	-1.1462	0.035583	0.61833	0.25173	1
AP1S3	3	0.036959	0.27549	0.78622	0.99889	0.78294	1
AP2A1	3	0.25348	2.1348	0.030579	0.59657	0.032781	1
AP2A2	3	-0.059817	-0.51843	0.52424	0.99645	0.60416	1
AP2B1	3	0.015686	0.12846	0.94279	0.99931	0.89778	1
AP2M1	3	-0.069301	-0.25364	0.46964	0.99645	0.79978	1
AP2S1	3	-0.0096531	-0.019826	0.86595	0.99931	0.98418	1
AP3B1	3	0.09548	0.78857	0.40954	0.99645	0.43037	1
AP3B2	3	0.08028	0.59094	0.4945	0.99645	0.55456	1
AP3D1	3	-0.09567	-0.70114	0.33876	0.98179	0.48322	1
AP3M1	3	-0.18044	-0.72331	0.095741	0.80769	0.46949	1
AP3M2	3	-0.019206	-0.12424	0.79629	0.99889	0.90113	1
AP3S1	3	0.40314	1.1393	0.0023907	0.19196	0.25459	1
AP3S2	3	0.20955	1.2091	0.066607	0.74644	0.22662	1
AP4B1	3	0.24217	1.608	0.036362	0.61833	0.10785	1
