Gene	beta	fdr	dataset	hit	UP	DOWN
ALDH1A3	0.011876	0.99931	top3	NOT	0	0
ALDH1B1	0.090504	0.99645	top3	NOT	0	0
ALDH1L1	0.05311	0.99645	top3	NOT	0	0
ALDH1L2	0.19441	0.79848	top3	NOT	0	0
ALDH2	-0.079786	0.99645	top3	NOT	0	0
ALDH3A1	-0.051764	0.99645	top3	NOT	0	0
ALDH3A2	-0.032055	0.99645	top3	NOT	0	0
ALDH3B2	0.09912	0.99616	top3	NOT	0	0
ALDH4A1	0.18753	0.81827	top3	NOT	0	0
ALDH5A1	-0.090596	0.98577	top3	NOT	0	0
ALDH6A1	-0.020262	0.99889	top3	NOT	0	0
ALDH7A1	-0.070377	0.99645	top3	NOT	0	0
ALDH8A1	0.08449	0.99645	top3	NOT	0	0
ALDH9A1	-0.064995	0.99645	top3	NOT	0	0
ALDOA	0.16673	0.88252	top3	NOT	0	0
ALDOB	-0.0088328	0.99931	top3	NOT	0	0
ALDOC	-0.032473	0.99645	top3	NOT	0	0
ALG1	-0.02217	0.99878	top3	NOT	0	0
ALG10	0.0059042	0.99967	top3	NOT	0	0
ALG10B	-0.06507	0.99645	top3	NOT	0	0
ALG11	0.21086	0.74601	top3	NOT	0	0
ALG12	0.032935	0.99889	top3	NOT	0	0
ALG13	-0.10963	0.96731	top3	NOT	0	0
ALG14	0.16723	0.88072	top3	NOT	0	0
ALG1L	-6.838e-4	0.99931	top3	NOT	0	0
ALG2	0.49942	0.076923	top3	UP	1	0
ALG3	-0.050735	0.99645	top3	NOT	0	0
ALG5	-0.21241	0.71309	top3	NOT	0	0
ALG6	-0.20636	0.73916	top3	NOT	0	0
ALG8	0.067816	0.99645	top3	NOT	0	0
ALG9	-0.0097629	0.99931	top3	NOT	0	0
ALK	-0.078705	0.99645	top3	NOT	0	0
ALKBH1	0.053678	0.99645	top3	NOT	0	0
ALKBH2	0.051343	0.99645	top3	NOT	0	0
ALKBH3	0.03914	0.99842	top3	NOT	0	0
ALKBH4	9.2267e-4	0.99931	top3	NOT	0	0
ALKBH5	-0.078696	0.99645	top3	NOT	0	0
ALKBH6	0.15246	0.91165	top3	NOT	0	0
ALKBH7	0.026059	0.99931	top3	NOT	0	0
ALKBH8	-0.087684	0.99226	top3	NOT	0	0
ALLC	0.092277	0.99645	top3	NOT	0	0
ALMS1	0.12708	0.96152	top3	NOT	0	0
ALOX12	0.24337	0.61833	top3	NOT	0	0
ALOX12B	0.05728	0.99645	top3	NOT	0	0
ALOX15	-0.044407	0.99645	top3	NOT	0	0
ALOX15B	-0.070842	0.99645	top3	NOT	0	0
ALOX5	-0.091249	0.98528	top3	NOT	0	0
ALOX5AP	0.11624	0.97726	top3	NOT	0	0
ALOXE3	0.067808	0.99645	top3	NOT	0	0
ALPI	0.093374	0.99645	top3	NOT	0	0
ALPK1	0.055048	0.99645	top3	NOT	0	0
ALPK2	-0.12561	0.94112	top3	NOT	0	0
ALPK3	0.041774	0.9977	top3	NOT	0	0
ALPL	0.041109	0.99796	top3	NOT	0	0
ALPP	0.043996	0.99687	top3	NOT	0	0
ALPPL2	-0.068216	0.99645	top3	NOT	0	0
ALS2	0.0077806	0.99967	top3	NOT	0	0
ALS2CL	0.04457	0.99687	top3	NOT	0	0
ALS2CR11	0.026457	0.99931	top3	NOT	0	0
ALS2CR12	-0.2199	0.69495	top3	NOT	0	0
ALX1	-0.10321	0.97726	top3	NOT	0	0
ALX3	-0.026487	0.99687	top3	NOT	0	0
ALX4	-0.090113	0.98751	top3	NOT	0	0
ALYREF	-0.32679	0.3555	top3	NOT	0	0
AMACR	0.0043861	0.99931	top3	NOT	0	0
AMBN	0.12438	0.9658	top3	NOT	0	0
AMBP	0.049694	0.99645	top3	NOT	0	0
AMBRA1	-0.070214	0.99645	top3	NOT	0	0
AMD1	-0.098676	0.97726	top3	NOT	0	0
AMDHD1	0.057788	0.99645	top3	NOT	0	0
AMDHD2	0.0029413	0.99931	top3	NOT	0	0
AMELX	-0.065732	0.99645	top3	NOT	0	0
AMELY	-0.010078	0.99931	top3	NOT	0	0
AMER1	-0.032989	0.99645	top3	NOT	0	0
AMER2	0.090648	0.99645	top3	NOT	0	0
AMER3	0.099601	0.995	top3	NOT	0	0
AMFR	0.07905	0.99645	top3	NOT	0	0
AMH	-0.099423	0.97726	top3	NOT	0	0
AMHR2	0.06858	0.99645	top3	NOT	0	0
AMICA1	0.044225	0.99687	top3	NOT	0	0
AMIGO1	0.075219	0.99645	top3	NOT	0	0
AMIGO2	-0.067424	0.99645	top3	NOT	0	0
AMIGO3	-0.03697	0.99645	top3	NOT	0	0
AMMECR1	0.079706	0.99645	top3	NOT	0	0
AMMECR1L	-0.31146	0.38745	top3	NOT	0	0
AMN	0.026587	0.99931	top3	NOT	0	0
AMN1	-0.20331	0.74644	top3	NOT	0	0
AMOT	-0.004687	0.99931	top3	NOT	0	0
AMOTL1	0.050286	0.99645	top3	NOT	0	0
AMOTL2	-0.063335	0.99645	top3	NOT	0	0
AMPD1	-0.0053328	0.99931	top3	NOT	0	0
AMPD2	-0.18829	0.78663	top3	NOT	0	0
AMPD3	0.11718	0.97726	top3	NOT	0	0
AMPH	-0.025083	0.99796	top3	NOT	0	0
AMT	-0.09866	0.97726	top3	NOT	0	0
AMTN	-0.15177	0.88933	top3	NOT	0	0
AMY2A	-0.0089236	0.99931	top3	NOT	0	0
AMY2B	0.079361	0.99645	top3	NOT	0	0
AMZ1	0.041924	0.99747	top3	NOT	0	0
AMZ2	-0.01482	0.99889	top3	NOT	0	0
ANAPC1	-0.032121	0.99645	top3	NOT	0	0
ANAPC10	0.43793	0.14365	top3	NOT	0	0
ANAPC11	-0.050081	0.99645	top3	NOT	0	0
ANAPC13	0.11751	0.97726	top3	NOT	0	0
ANAPC15	0.22044	0.70354	top3	NOT	0	0
ANAPC16	0.10774	0.98325	top3	NOT	0	0
ANAPC2	0.044658	0.99687	top3	NOT	0	0
ANAPC4	-0.17023	0.84044	top3	NOT	0	0
ANAPC5	-0.11732	0.95812	top3	NOT	0	0
ANAPC7	-0.15379	0.88509	top3	NOT	0	0
ANG	-0.29857	0.42197	top3	NOT	0	0
ANGEL1	-0.053649	0.99645	top3	NOT	0	0
ANGEL2	-0.16251	0.85714	top3	NOT	0	0
ANGPT1	-0.013005	0.99889	top3	NOT	0	0
ANGPT2	-0.26805	0.52446	top3	NOT	0	0
ANGPT4	-0.061711	0.99645	top3	NOT	0	0
ANGPTL1	0.27817	0.51977	top3	NOT	0	0
ANGPTL2	-0.22454	0.66911	top3	NOT	0	0
ANGPTL3	0.13514	0.95272	top3	NOT	0	0
ANGPTL4	0.084911	0.99645	top3	NOT	0	0
ANGPTL5	-0.24218	0.61515	top3	NOT	0	0
ANGPTL6	0.031745	0.99889	top3	NOT	0	0
ANGPTL7	0.15152	0.91165	top3	NOT	0	0
ANHX	-0.22024	0.69136	top3	NOT	0	0
ANK1	0.093553	0.99645	top3	NOT	0	0
ANK2	0.058112	0.99645	top3	NOT	0	0
ANK3	-0.095644	0.98196	top3	NOT	0	0
ANKAR	-0.0077877	0.99931	top3	NOT	0	0
ANKDD1A	0.19346	0.80209	top3	NOT	0	0
ANKDD1B	-0.0048513	0.99931	top3	NOT	0	0
ANKEF1	0.066345	0.99645	top3	NOT	0	0
ANKFN1	-0.048415	0.99645	top3	NOT	0	0
ANKFY1	0.21175	0.74173	top3	NOT	0	0
ANKH	-0.13704	0.91165	top3	NOT	0	0
ANKHD1	0.062509	0.99645	top3	NOT	0	0
ANKHD1-EIF4EBP3	0.033259	0.99889	top3	NOT	0	0
ANKIB1	-0.32101	0.36585	top3	NOT	0	0
ANKK1	-0.026737	0.99687	top3	NOT	0	0
ANKLE1	0.08679	0.99645	top3	NOT	0	0
ANKLE2	-0.39015	0.20087	top3	NOT	0	0
ANKMY1	-0.070803	0.99645	top3	NOT	0	0
ANKMY2	0.014419	0.99931	top3	NOT	0	0
ANKRA2	-0.22751	0.65635	top3	NOT	0	0
ANKRD1	-0.23531	0.62602	top3	NOT	0	0
ANKRD10	0.059633	0.99645	top3	NOT	0	0
ANKRD11	0.44771	0.13415	top3	NOT	0	0
ANKRD12	0.03731	0.99889	top3	NOT	0	0
ANKRD13A	-0.052312	0.99645	top3	NOT	0	0
ANKRD13B	0.057341	0.99645	top3	NOT	0	0
ANKRD13C	0.18995	0.80549	top3	NOT	0	0
ANKRD13D	0.11398	0.97726	top3	NOT	0	0
ANKRD16	-1.1725e-4	0.99931	top3	NOT	0	0
ANKRD17	0.18667	0.82144	top3	NOT	0	0
ANKRD18A	0.014381	0.99931	top3	NOT	0	0
ANKRD2	0.011631	0.99943	top3	NOT	0	0
ANKRD22	0.076019	0.99645	top3	NOT	0	0
ANKRD23	0.07762	0.99645	top3	NOT	0	0
ANKRD24	0.0035245	0.99931	top3	NOT	0	0
ANKRD26	-0.054017	0.99645	top3	NOT	0	0
ANKRD27	-0.023264	0.99842	top3	NOT	0	0
ANKRD28	0.054848	0.99645	top3	NOT	0	0
ANKRD29	-0.15519	0.88481	top3	NOT	0	0
ANKRD30A	0.19778	0.78663	top3	NOT	0	0
ANKRD30B	-0.14119	0.91154	top3	NOT	0	0
ANKRD31	0.094309	0.99645	top3	NOT	0	0
ANKRD32	0.096528	0.99645	top3	NOT	0	0
ANKRD33	-0.086341	0.99277	top3	NOT	0	0
ANKRD33B	0.12202	0.96967	top3	NOT	0	0
ANKRD34A	-0.019669	0.99889	top3	NOT	0	0
ANKRD34B	-0.27625	0.49706	top3	NOT	0	0
ANKRD34C	-0.099061	0.97726	top3	NOT	0	0
ANKRD35	0.079241	0.99645	top3	NOT	0	0
ANKRD36	0.25584	0.5933	top3	NOT	0	0
ANKRD37	0.034942	0.99889	top3	NOT	0	0
ANKRD39	0.12212	0.96967	top3	NOT	0	0
ANKRD40	0.0068791	0.99967	top3	NOT	0	0
ANKRD42	-0.18283	0.80228	top3	NOT	0	0
ANKRD44	-0.14209	0.91154	top3	NOT	0	0
ANKRD45	0.0085552	0.99967	top3	NOT	0	0
ANKRD46	-0.091382	0.98528	top3	NOT	0	0
ANKRD49	-0.08971	0.98772	top3	NOT	0	0
ANKRD50	0.018602	0.99931	top3	NOT	0	0
ANKRD52	0.095639	0.99645	top3	NOT	0	0
ANKRD53	-0.097418	0.97951	top3	NOT	0	0
ANKRD54	-0.042916	0.99645	top3	NOT	0	0
ANKRD55	-0.031671	0.99645	top3	NOT	0	0
ANKRD6	-0.31324	0.37582	top3	NOT	0	0
ANKRD61	-0.0062335	0.99931	top3	NOT	0	0
ANKRD62	0.01125	0.99949	top3	NOT	0	0
ANKRD65	-0.091198	0.98528	top3	NOT	0	0
ANKRD66	0.16248	0.89409	top3	NOT	0	0
ANKRD7	0.11635	0.97726	top3	NOT	0	0
ANKRD9	-0.0064596	0.99931	top3	NOT	0	0
ANKS1A	-0.051928	0.99645	top3	NOT	0	0
ANKS1B	0.12202	0.96967	top3	NOT	0	0
ANKS3	0.11663	0.97726	top3	NOT	0	0
ANKS4B	0.16938	0.87112	top3	NOT	0	0
ANKS6	-0.20552	0.7426	top3	NOT	0	0
ANKZF1	-0.061494	0.99645	top3	NOT	0	0
ANLN	-0.12935	0.94075	top3	NOT	0	0
ANO1	-0.014993	0.99889	top3	NOT	0	0
ANO10	0.12756	0.96057	top3	NOT	0	0
ANO3	0.16612	0.88481	top3	NOT	0	0
ANO4	-0.2376	0.61833	top3	NOT	0	0
ANO5	0.11723	0.97726	top3	NOT	0	0
ANO6	-0.20307	0.74644	top3	NOT	0	0
ANO7	-0.031184	0.99645	top3	NOT	0	0
ANO8	0.24597	0.61515	top3	NOT	0	0
ANO9	0.043399	0.99687	top3	NOT	0	0
ANP32A	0.097576	0.99645	top3	NOT	0	0
ANP32B	-0.12068	0.95705	top3	NOT	0	0
ANP32D	0.017264	0.99931	top3	NOT	0	0
ANP32E	-0.081036	0.99645	top3	NOT	0	0
ANPEP	0.0080753	0.99972	top3	NOT	0	0
ANTXR1	0.023354	0.99931	top3	NOT	0	0
ANTXR2	0.24625	0.61515	top3	NOT	0	0
ANTXRL	0.09508	0.99645	top3	NOT	0	0
ANXA1	-0.38489	0.21311	top3	NOT	0	0
ANXA10	0.024747	0.99931	top3	NOT	0	0
ANXA11	0.025562	0.99931	top3	NOT	0	0
ANXA13	-0.13133	0.93567	top3	NOT	0	0
ANXA2	0.075345	0.99645	top3	NOT	0	0
ANXA2R	-0.011979	0.99889	top3	NOT	0	0
ANXA3	-0.31868	0.36779	top3	NOT	0	0
ANXA4	0.086786	0.99645	top3	NOT	0	0
ANXA5	0.36502	0.24917	top3	NOT	0	0
ANXA6	-0.11246	0.96152	top3	NOT	0	0
ANXA7	-0.14744	0.89922	top3	NOT	0	0
ANXA8	-0.037543	0.99645	top3	NOT	0	0
ANXA8L1	-0.10476	0.97726	top3	NOT	0	0
ANXA8L2	-0.10776	0.99645	top3	NOT	0	0
ANXA9	0.06867	0.99645	top3	NOT	0	0
AOAH	-0.038707	0.99645	top3	NOT	0	0
AOC1	0.068699	0.99645	top3	NOT	0	0
AOC2	-0.011344	0.99902	top3	NOT	0	0
AOC3	0.022729	0.99931	top3	NOT	0	0
AOX1	-0.19579	0.76457	top3	NOT	0	0
AP1AR	0.12867	0.95814	top3	NOT	0	0
AP1B1	0.0083414	0.99967	top3	NOT	0	0
AP1G1	0.13105	0.95812	top3	NOT	0	0
AP1G2	-0.25816	0.56863	top3	NOT	0	0
AP1M1	0.035782	0.99889	top3	NOT	0	0
AP1M2	0.0039301	0.99931	top3	NOT	0	0
AP1S1	-0.028085	0.99687	top3	NOT	0	0
AP1S2	-0.23977	0.61833	top3	NOT	0	0
AP1S3	0.036959	0.99889	top3	NOT	0	0
AP2A1	0.25348	0.59657	top3	NOT	0	0
AP2A2	-0.059817	0.99645	top3	NOT	0	0
AP2B1	0.015686	0.99931	top3	NOT	0	0
AP2M1	-0.069301	0.99645	top3	NOT	0	0
AP2S1	-0.0096531	0.99931	top3	NOT	0	0
AP3B1	0.09548	0.99645	top3	NOT	0	0
AP3B2	0.08028	0.99645	top3	NOT	0	0
AP3D1	-0.09567	0.98179	top3	NOT	0	0
AP3M1	-0.18044	0.80769	top3	NOT	0	0
AP3M2	-0.019206	0.99889	top3	NOT	0	0
AP3S1	0.40314	0.19196	top3	NOT	0	0
AP3S2	0.20955	0.74644	top3	NOT	0	0
AP4B1	0.24217	0.61833	top3	NOT	0	0
AP4E1	0.095342	0.99645	top3	NOT	0	0
AP4M1	0.01961	0.99931	top3	NOT	0	0
AP4S1	0.056592	0.99645	top3	NOT	0	0
AP5B1	-0.04188	0.99645	top3	NOT	0	0
AP5M1	0.090633	0.99645	top3	NOT	0	0
AP5S1	0.028071	0.99889	top3	NOT	0	0
AP5Z1	0.059608	0.99645	top3	NOT	0	0
APAF1	0.18774	0.81806	top3	NOT	0	0
APBA1	-0.010554	0.99931	top3	NOT	0	0
APBA2	-0.0011504	0.99931	top3	NOT	0	0
APBA3	0.13288	0.95812	top3	NOT	0	0
APBB1	0.082802	0.99645	top3	NOT	0	0
APBB1IP	0.041567	0.99796	top3	NOT	0	0
APBB2	0.11758	0.97726	top3	NOT	0	0
APBB3	0.041604	0.99796	top3	NOT	0	0
APC	-0.1645	0.8538	top3	NOT	0	0
APC2	-0.17252	0.82633	top3	NOT	0	0
APCDD1	0.077686	0.99645	top3	NOT	0	0
APCDD1L	0.11031	0.97974000000000006	top3	NOT	0	0
APCS	0.085331	0.99645	top3	NOT	0	0
APEH	0.052103	0.99645	top3	NOT	0	0
APEX1	-0.093572	0.98493	top3	NOT	0	0
APEX2	-0.033555	0.99645	top3	NOT	0	0
APH1A	-0.16711	0.84394	top3	NOT	0	0
APH1B	0.023203	0.99931	top3	NOT	0	0
API5	-0.078494	0.99645	top3	NOT	0	0
APIP	-0.044221	0.99645	top3	NOT	0	0
APITD1	-0.18914	0.78663	top3	NOT	0	0
APITD1-CORT	0.072249	0.99645	top3	NOT	0	0
APLF	-0.18179	0.80228	top3	NOT	0	0
APLN	0.10558	0.98528	top3	NOT	0	0
APLNR	0.074834	0.99645	top3	NOT	0	0
APLP1	-0.1753	0.82335	top3	NOT	0	0
APLP2	-0.14597	0.90077	top3	NOT	0	0
APMAP	0.066966	0.99645	top3	NOT	0	0
APOA1	-0.061356	0.99645	top3	NOT	0	0
APOA1BP	-0.060601	0.99645	top3	NOT	0	0
APOA2	-0.077782	0.99645	top3	NOT	0	0
APOA4	0.1165	0.97726	top3	NOT	0	0
APOA5	0.082981	0.99645	top3	NOT	0	0
APOB	-0.046941	0.99645	top3	NOT	0	0
APOBEC1	-0.0068997	0.99931	top3	NOT	0	0
APOBEC2	0.06667	0.99645	top3	NOT	0	0
APOBEC3A	-0.21539	0.70647	top3	NOT	0	0
APOBEC3B	-0.057306	0.99645	top3	NOT	0	0
APOBEC3C	-0.053132	0.99645	top3	NOT	0	0
APOBEC3D	-0.20823	0.73645	top3	NOT	0	0
APOBEC3F	0.05601	0.99645	top3	NOT	0	0
APOBEC3G	0.06497	0.99645	top3	NOT	0	0
APOBEC3H	0.036191	0.99889	top3	NOT	0	0
APOBEC4	0.26341	0.56968	top3	NOT	0	0
APOBR	0.22793	0.67914	top3	NOT	0	0
APOC1	-0.34412	0.30966	top3	NOT	0	0
APOC2	-0.076888	0.99645	top3	NOT	0	0
APOC3	0.087666	0.99645	top3	NOT	0	0
APOC4	0.17462	0.85545	top3	NOT	0	0
APOD	-0.02091	0.99889	top3	NOT	0	0
APOE	0.12279	0.96731	top3	NOT	0	0
APOF	0.050327	0.99645	top3	NOT	0	0
APOH	0.041191	0.99796	top3	NOT	0	0
APOL1	0.079296	0.99645	top3	NOT	0	0
APOL2	0.066962	0.99645	top3	NOT	0	0
APOL3	-0.19838	0.75413	top3	NOT	0	0
APOL5	-0.027876	0.99687	top3	NOT	0	0
APOL6	0.056524	0.99645	top3	NOT	0	0
APOLD1	0.071079	0.99645	top3	NOT	0	0
APOM	-0.14737	0.89922	top3	NOT	0	0
APOO	-0.23542	0.62602	top3	NOT	0	0
APOOL	-0.15641	0.88072	top3	NOT	0	0
APOPT1	-0.12155	0.95658	top3	NOT	0	0
APP	0.095439	0.99645	top3	NOT	0	0
APPBP2	-0.026381	0.99687	top3	NOT	0	0
APPL1	-0.054855	0.99645	top3	NOT	0	0
APPL2	0.014133	0.99931	top3	NOT	0	0
APRT	0.1243	0.9658	top3	NOT	0	0
APTX	0.012846	0.99931	top3	NOT	0	0
AQP1	-0.17748	0.82144	top3	NOT	0	0
AQP10	-0.10983	0.96731	top3	NOT	0	0
AQP11	-0.18568	0.79472	top3	NOT	0	0
AQP12B	0.17805	0.84394	top3	NOT	0	0
AQP2	0.075568	0.99645	top3	NOT	0	0
AQP3	0.060654	0.99645	top3	NOT	0	0
AQP4	-0.084471	0.99616	top3	NOT	0	0
AQP5	0.028852	0.99889	top3	NOT	0	0
AQP6	0.013419	0.99931	top3	NOT	0	0
AQP7	-0.030067	0.99645	top3	NOT	0	0
AQP8	-0.040973999999999997	0.99645	top3	NOT	0	0
AQP9	0.069899	0.99645	top3	NOT	0	0
AQPEP	0.055193	0.99645	top3	NOT	0	0
AQR	0.28392	0.48806	top3	NOT	0	0
AR	-0.045164	0.99645	top3	NOT	0	0
ARAF	-0.032463	0.99645	top3	NOT	0	0
ARAP1	0.0094272	0.99967	top3	NOT	0	0
ARAP2	-0.036498	0.99645	top3	NOT	0	0
ARAP3	0.0838	0.99645	top3	NOT	0	0
ARC	-0.11893	0.95812	top3	NOT	0	0
ARCN1	0.30171	0.42883	top3	NOT	0	0
AREG	-0.095396	0.98219	top3	NOT	0	0
AREL1	0.015177	0.99931	top3	NOT	0	0
ARF1	0.043752	0.99687	top3	NOT	0	0
ARF3	0.1598	0.89711	top3	NOT	0	0
ARF4	0.25037	0.60105	top3	NOT	0	0
ARF5	-0.20312	0.74644	top3	NOT	0	0
ARF6	-0.073462	0.99645	top3	NOT	0	0
ARFGAP1	0.011997	0.99931	top3	NOT	0	0
ARFGAP2	0.056536	0.99645	top3	NOT	0	0
ARFGAP3	0.084614	0.99645	top3	NOT	0	0
ARFGEF1	-0.03051	0.99645	top3	NOT	0	0
ARFGEF2	0.11176	0.97746	top3	NOT	0	0
ARFIP1	-0.099563	0.97726	top3	NOT	0	0
ARFIP2	0.026538	0.99931	top3	NOT	0	0
ARFRP1	-0.14137	0.91154	top3	NOT	0	0
ARG1	0.038955	0.99842	top3	NOT	0	0
ARG2	-0.068203	0.99645	top3	NOT	0	0
ARGFX	0.063925	0.99645	top3	NOT	0	0
ARGLU1	0.17367	0.85687	top3	NOT	0	0
ARHGAP1	0.25508	0.596	top3	NOT	0	0
ARHGAP10	0.030541	0.99889	top3	NOT	0	0
ARHGAP11A	0.15136	0.91165	top3	NOT	0	0
ARHGAP11B	-0.018142	0.99889	top3	NOT	0	0
ARHGAP12	-0.10328	0.97726	top3	NOT	0	0
ARHGAP15	-0.36569	0.24917	top3	NOT	0	0
ARHGAP17	0.11229	0.97726	top3	NOT	0	0
ARHGAP18	0.053092	0.99645	top3	NOT	0	0
ARHGAP19	-0.16351	0.85687	top3	NOT	0	0
ARHGAP20	-0.033801	0.99645	top3	NOT	0	0
ARHGAP21	0.1366	0.94648	top3	NOT	0	0
ARHGAP22	0.19634	0.78663	top3	NOT	0	0
ARHGAP23	-0.23114	0.63947	top3	NOT	0	0
ARHGAP24	0.044979	0.99687	top3	NOT	0	0
ARHGAP25	-0.098259	0.97746	top3	NOT	0	0
ARHGAP26	-0.074495	0.99645	top3	NOT	0	0
ARHGAP27	0.15099	0.91165	top3	NOT	0	0
ARHGAP28	0.090457	0.99645	top3	NOT	0	0
ARHGAP29	0.11287	0.97726	top3	NOT	0	0
ARHGAP30	-0.046444	0.99645	top3	NOT	0	0
ARHGAP31	-0.033233	0.99645	top3	NOT	0	0
ARHGAP32	0.020198	0.99931	top3	NOT	0	0
ARHGAP33	0.18244	0.82874	top3	NOT	0	0
ARHGAP35	0.23013	0.66911	top3	NOT	0	0
ARHGAP36	0.11726	0.97726	top3	NOT	0	0
ARHGAP39	0.067359	0.99645	top3	NOT	0	0
ARHGAP4	-0.11036	0.96657	top3	NOT	0	0
ARHGAP44	0.056651	0.99645	top3	NOT	0	0
ARHGAP5	0.16437	0.88752	top3	NOT	0	0
ARHGAP6	-0.28124	0.48297	top3	NOT	0	0
ARHGAP8	-0.040699	0.99645	top3	NOT	0	0
ARHGAP9	0.08207	0.99645	top3	NOT	0	0
ARHGDIA	-0.051868	0.99645	top3	NOT	0	0
ARHGDIB	0.10623	0.98528	top3	NOT	0	0
ARHGDIG	-0.064533	0.99645	top3	NOT	0	0
ARHGEF1	0.055162	0.99645	top3	NOT	0	0
ARHGEF10	-6.594e-4	0.99931	top3	NOT	0	0
ARHGEF10L	-0.047146	0.99645	top3	NOT	0	0
ARHGEF11	0.10054	0.99292	top3	NOT	0	0
ARHGEF12	0.012115	0.99931	top3	NOT	0	0
ARHGEF15	-0.014219	0.99889	top3	NOT	0	0
ARHGEF16	0.074047	0.99645	top3	NOT	0	0
ARHGEF17	-0.039045	0.99645	top3	NOT	0	0
ARHGEF18	0.055984	0.99645	top3	NOT	0	0
ARHGEF19	-0.11075	0.96581	top3	NOT	0	0
ARHGEF2	0.20743	0.75413	top3	NOT	0	0
ARHGEF25	0.045913	0.99687	top3	NOT	0	0
ARHGEF26	-0.11931	0.95812	top3	NOT	0	0
ARHGEF28	-0.099069	0.97726	top3	NOT	0	0
ARHGEF3	0.12192	0.96967	top3	NOT	0	0
ARHGEF33	0.060834	0.99645	top3	NOT	0	0
ARHGEF35	0.007228	0.99967	top3	NOT	0	0
ARHGEF37	0.11055	0.97951	top3	NOT	0	0
ARHGEF38	-0.017851	0.99889	top3	NOT	0	0
ARHGEF39	0.11054	0.97951	top3	NOT	0	0
ARHGEF4	0.011914	0.99931	top3	NOT	0	0
ARHGEF40	0.084499	0.99645	top3	NOT	0	0
ARHGEF5	-0.18749	0.78663	top3	NOT	0	0
ARHGEF6	0.034515	0.99889	top3	NOT	0	0
ARHGEF7	-0.046656	0.99645	top3	NOT	0	0
ARHGEF9	-0.15399	0.88509	top3	NOT	0	0
ARID1A	0.1719	0.85997	top3	NOT	0	0
ARID1B	-0.33266	0.33598	top3	NOT	0	0
ARID2	0.15396	0.91154	top3	NOT	0	0
ARID3A	0.25253	0.59657	top3	NOT	0	0
ARID3B	0.057906	0.99645	top3	NOT	0	0
ARID3C	-0.039794	0.99645	top3	NOT	0	0
ARID4A	0.27623	0.52446	top3	NOT	0	0
ARID4B	0.049793	0.99645	top3	NOT	0	0
ARID5A	0.1093	0.98179	top3	NOT	0	0
ARID5B	-0.18075	0.80639	top3	NOT	0	0
ARIH1	0.20273	0.76744	top3	NOT	0	0
ARIH2	-0.017548	0.99889	top3	NOT	0	0
ARIH2OS	0.10416	0.98655	top3	NOT	0	0
ARL1	-0.40526	0.16751	top3	NOT	0	0
ARL10	0.10947	0.98138	top3	NOT	0	0
ARL11	0.059558	0.99645	top3	NOT	0	0
ARL13A	-0.13061	0.93575	top3	NOT	0	0
ARL13B	0.15167	0.91165	top3	NOT	0	0
ARL14	-0.19846	0.75413	top3	NOT	0	0
ARL14EP	-0.054003	0.99645	top3	NOT	0	0
ARL14EPL	0.14566	0.92593	top3	NOT	0	0
ARL15	-0.1427	0.91089	top3	NOT	0	0
ARL16	-0.0028924	0.99931	top3	NOT	0	0
ARL2	0.053304	0.99645	top3	NOT	0	0
ARL2BP	0.10995	0.9811	top3	NOT	0	0
ARL3	-0.16271	0.85714	top3	NOT	0	0
ARL4A	0.24361	0.61833	top3	NOT	0	0
ARL4C	-0.039997	0.99645	top3	NOT	0	0
ARL4D	0.051538	0.99645	top3	NOT	0	0
ARL5A	-0.16072	0.86184	top3	NOT	0	0
ARL5B	0.35837	0.25817	top3	NOT	0	0
ARL5C	-0.18064	0.80657	top3	NOT	0	0
ARL6	0.059739	0.99645	top3	NOT	0	0
ARL6IP1	-0.052534	0.99645	top3	NOT	0	0
ARL6IP4	0.1455	0.92654	top3	NOT	0	0
ARL6IP5	-0.13086	0.9357	top3	NOT	0	0
ARL6IP6	0.0050383	0.99943	top3	NOT	0	0
ARL8A	0.29856	0.44128	top3	NOT	0	0
ARL8B	-0.33553	0.33598	top3	NOT	0	0
ARL9	-0.25046	0.59142	top3	NOT	0	0
ARMC1	-0.088832	0.98899	top3	NOT	0	0
ARMC10	-0.11932	0.95812	top3	NOT	0	0
ARMC12	-0.13033	0.93608	top3	NOT	0	0
ARMC2	-0.23054	0.64373	top3	NOT	0	0
ARMC3	0.091846	0.99645	top3	NOT	0	0
ARMC4	-0.014733	0.99889	top3	NOT	0	0
ARMC5	-0.098122	0.97746	top3	NOT	0	0
ARMC6	-0.012482	0.99889	top3	NOT	0	0
ARMC7	0.13237	0.95812	top3	NOT	0	0
ARMC8	0.021964	0.99931	top3	NOT	0	0
ARMC9	-0.014769	0.99889	top3	NOT	0	0
ARMCX1	0.24008	0.62602	top3	NOT	0	0
ARMCX2	-0.10237	0.97726	top3	NOT	0	0
ARMCX3	0.13627	0.94698	top3	NOT	0	0
ARMCX4	-0.22425	0.66911	top3	NOT	0	0
ARMCX5	-0.14062	0.91165	top3	NOT	0	0
ARMCX6	-0.16741	0.84394	top3	NOT	0	0
ARMS2	0.0081013	0.99972	top3	NOT	0	0
ARNT	-0.0066406	0.99931	top3	NOT	0	0
ARNT2	-0.021643	0.99889	top3	NOT	0	0
ARNTL	0.19988	0.77772	top3	NOT	0	0
ARNTL2	0.054511	0.99645	top3	NOT	0	0
ARPC1A	0.27978	0.51	top3	NOT	0	0
ARPC1B	-0.048044	0.99645	top3	NOT	0	0
