Gene	beta	fdr	dataset	hit
AMN1	-0.20331	0.74644	top3	NOT
AMOT	-0.004687	0.99931	top3	NOT
AMOTL1	0.050286	0.99645	top3	NOT
AMOTL2	-0.063335	0.99645	top3	NOT
AMPD1	-0.0053328	0.99931	top3	NOT
AMPD2	-0.18829	0.78663	top3	NOT
AMPD3	0.11718	0.97726	top3	NOT
AMPH	-0.025083	0.99796	top3	NOT
AMT	-0.09866	0.97726	top3	NOT
AMTN	-0.15177	0.88933	top3	NOT
AMY2A	-0.0089236	0.99931	top3	NOT
AMY2B	0.079361	0.99645	top3	NOT
AMZ1	0.041924	0.99747	top3	NOT
AMZ2	-0.01482	0.99889	top3	NOT
ANAPC1	-0.032121	0.99645	top3	NOT
ANAPC10	0.43793	0.14365	top3	NOT
ANAPC11	-0.050081	0.99645	top3	NOT
ANAPC13	0.11751	0.97726	top3	NOT
ANAPC15	0.22044	0.70354	top3	NOT
ANAPC16	0.10774	0.98325	top3	NOT
ANAPC2	0.044658	0.99687	top3	NOT
ANAPC4	-0.17023	0.84044	top3	NOT
ANAPC5	-0.11732	0.95812	top3	NOT
ANAPC7	-0.15379	0.88509	top3	NOT
ANG	-0.29857	0.42197	top3	NOT
ANGEL1	-0.053649	0.99645	top3	NOT
ANGEL2	-0.16251	0.85714	top3	NOT
ANGPT1	-0.013005	0.99889	top3	NOT
ANGPT2	-0.26805	0.52446	top3	NOT
ANGPT4	-0.061711	0.99645	top3	NOT
ANGPTL1	0.27817	0.51977	top3	NOT
ANGPTL2	-0.22454	0.66911	top3	NOT
ANGPTL3	0.13514	0.95272	top3	NOT
ANGPTL4	0.084911	0.99645	top3	NOT
ANGPTL5	-0.24218	0.61515	top3	NOT
ANGPTL6	0.031745	0.99889	top3	NOT
ANGPTL7	0.15152	0.91165	top3	NOT
ANHX	-0.22024	0.69136	top3	NOT
ANK1	0.093553	0.99645	top3	NOT
ANK2	0.058112	0.99645	top3	NOT
ANK3	-0.095644	0.98196	top3	NOT
ANKAR	-0.0077877	0.99931	top3	NOT
ANKDD1A	0.19346	0.80209	top3	NOT
ANKDD1B	-0.0048513	0.99931	top3	NOT
ANKEF1	0.066345	0.99645	top3	NOT
ANKFN1	-0.048415	0.99645	top3	NOT
ANKFY1	0.21175	0.74173	top3	NOT
ANKH	-0.13704	0.91165	top3	NOT
ANKHD1	0.062509	0.99645	top3	NOT
ANKHD1-EIF4EBP3	0.033259	0.99889	top3	NOT
ANKIB1	-0.32101	0.36585	top3	NOT
ANKK1	-0.026737	0.99687	top3	NOT
ANKLE1	0.08679	0.99645	top3	NOT
ANKLE2	-0.39015	0.20087	top3	NOT
ANKMY1	-0.070803	0.99645	top3	NOT
ANKMY2	0.014419	0.99931	top3	NOT
ANKRA2	-0.22751	0.65635	top3	NOT
ANKRD1	-0.23531	0.62602	top3	NOT
ANKRD10	0.059633	0.99645	top3	NOT
ANKRD11	0.44771	0.13415	top3	NOT
ANKRD12	0.03731	0.99889	top3	NOT
ANKRD13A	-0.052312	0.99645	top3	NOT
ANKRD13B	0.057341	0.99645	top3	NOT
ANKRD13C	0.18995	0.80549	top3	NOT
ANKRD13D	0.11398	0.97726	top3	NOT
ANKRD16	-1.1725e-4	0.99931	top3	NOT
ANKRD17	0.18667	0.82144	top3	NOT
ANKRD18A	0.014381	0.99931	top3	NOT
ANKRD2	0.011631	0.99943	top3	NOT
ANKRD22	0.076019	0.99645	top3	NOT
ANKRD23	0.07762	0.99645	top3	NOT
ANKRD24	0.0035245	0.99931	top3	NOT
ANKRD26	-0.054017	0.99645	top3	NOT
ANKRD27	-0.023264	0.99842	top3	NOT
ANKRD28	0.054848	0.99645	top3	NOT
ANKRD29	-0.15519	0.88481	top3	NOT
ANKRD30A	0.19778	0.78663	top3	NOT
ANKRD30B	-0.14119	0.91154	top3	NOT
ANKRD31	0.094309	0.99645	top3	NOT
ANKRD32	0.096528	0.99645	top3	NOT
ANKRD33	-0.086341	0.99277	top3	NOT
ANKRD33B	0.12202	0.96967	top3	NOT
ANKRD34A	-0.019669	0.99889	top3	NOT
ANKRD34B	-0.27625	0.49706	top3	NOT
ANKRD34C	-0.099061	0.97726	top3	NOT
ANKRD35	0.079241	0.99645	top3	NOT
ANKRD36	0.25584	0.5933	top3	NOT
ANKRD37	0.034942	0.99889	top3	NOT
ANKRD39	0.12212	0.96967	top3	NOT
ANKRD40	0.0068791	0.99967	top3	NOT
ANKRD42	-0.18283	0.80228	top3	NOT
ANKRD44	-0.14209	0.91154	top3	NOT
ANKRD45	0.0085552	0.99967	top3	NOT
ANKRD46	-0.091382	0.98528	top3	NOT
ANKRD49	-0.08971	0.98772	top3	NOT
ANKRD50	0.018602	0.99931	top3	NOT
ANKRD52	0.095639	0.99645	top3	NOT
ANKRD53	-0.097418	0.97951	top3	NOT
ANKRD54	-0.042916	0.99645	top3	NOT
ANKRD55	-0.031671	0.99645	top3	NOT
ANKRD6	-0.31324	0.37582	top3	NOT
ANKRD61	-0.0062335	0.99931	top3	NOT
ANKRD62	0.01125	0.99949	top3	NOT
ANKRD65	-0.091198	0.98528	top3	NOT
ANKRD66	0.16248	0.89409	top3	NOT
ANKRD7	0.11635	0.97726	top3	NOT
ANKRD9	-0.0064596	0.99931	top3	NOT
ANKS1A	-0.051928	0.99645	top3	NOT
ANKS1B	0.12202	0.96967	top3	NOT
ANKS3	0.11663	0.97726	top3	NOT
ANKS4B	0.16938	0.87112	top3	NOT
ANKS6	-0.20552	0.7426	top3	NOT
ANKZF1	-0.061494	0.99645	top3	NOT
ANLN	-0.12935	0.94075	top3	NOT
ANO1	-0.014993	0.99889	top3	NOT
ANO10	0.12756	0.96057	top3	NOT
ANO3	0.16612	0.88481	top3	NOT
ANO4	-0.2376	0.61833	top3	NOT
ANO5	0.11723	0.97726	top3	NOT
ANO6	-0.20307	0.74644	top3	NOT
ANO7	-0.031184	0.99645	top3	NOT
ANO8	0.24597	0.61515	top3	NOT
ANO9	0.043399	0.99687	top3	NOT
ANP32A	0.097576	0.99645	top3	NOT
ANP32B	-0.12068	0.95705	top3	NOT
ANP32D	0.017264	0.99931	top3	NOT
ANP32E	-0.081036	0.99645	top3	NOT
ANPEP	0.0080753	0.99972	top3	NOT
ANTXR1	0.023354	0.99931	top3	NOT
ANTXR2	0.24625	0.61515	top3	NOT
ANTXRL	0.09508	0.99645	top3	NOT
ANXA1	-0.38489	0.21311	top3	NOT
ANXA10	0.024747	0.99931	top3	NOT
ANXA11	0.025562	0.99931	top3	NOT
ANXA13	-0.13133	0.93567	top3	NOT
ANXA2	0.075345	0.99645	top3	NOT
ANXA2R	-0.011979	0.99889	top3	NOT
ANXA3	-0.31868	0.36779	top3	NOT
ANXA4	0.086786	0.99645	top3	NOT
ANXA5	0.36502	0.24917	top3	NOT
ANXA6	-0.11246	0.96152	top3	NOT
ANXA7	-0.14744	0.89922	top3	NOT
ANXA8	-0.037543	0.99645	top3	NOT
ANXA8L1	-0.10476	0.97726	top3	NOT
ANXA8L2	-0.10776	0.99645	top3	NOT
ANXA9	0.06867	0.99645	top3	NOT
AOAH	-0.038707	0.99645	top3	NOT
AOC1	0.068699	0.99645	top3	NOT
AOC2	-0.011344	0.99902	top3	NOT
AOC3	0.022729	0.99931	top3	NOT
AOX1	-0.19579	0.76457	top3	NOT
AP1AR	0.12867	0.95814	top3	NOT
AP1B1	0.0083414	0.99967	top3	NOT
AP1G1	0.13105	0.95812	top3	NOT
AP1G2	-0.25816	0.56863	top3	NOT
AP1M1	0.035782	0.99889	top3	NOT
AP1M2	0.0039301	0.99931	top3	NOT
AP1S1	-0.028085	0.99687	top3	NOT
AP1S2	-0.23977	0.61833	top3	NOT
AP1S3	0.036959	0.99889	top3	NOT
AP2A1	0.25348	0.59657	top3	NOT
AP2A2	-0.059817	0.99645	top3	NOT
AP2B1	0.015686	0.99931	top3	NOT
AP2M1	-0.069301	0.99645	top3	NOT
AP2S1	-0.0096531	0.99931	top3	NOT
AP3B1	0.09548	0.99645	top3	NOT
AP3B2	0.08028	0.99645	top3	NOT
AP3D1	-0.09567	0.98179	top3	NOT
AP3M1	-0.18044	0.80769	top3	NOT
AP3M2	-0.019206	0.99889	top3	NOT
AP3S1	0.40314	0.19196	top3	NOT
AP3S2	0.20955	0.74644	top3	NOT
AP4B1	0.24217	0.61833	top3	NOT
AP4E1	0.095342	0.99645	top3	NOT
AP4M1	0.01961	0.99931	top3	NOT
AP4S1	0.056592	0.99645	top3	NOT
AP5B1	-0.04188	0.99645	top3	NOT
AP5M1	0.090633	0.99645	top3	NOT
AP5S1	0.028071	0.99889	top3	NOT
AP5Z1	0.059608	0.99645	top3	NOT
APAF1	0.18774	0.81806	top3	NOT
APBA1	-0.010554	0.99931	top3	NOT
APBA2	-0.0011504	0.99931	top3	NOT
APBA3	0.13288	0.95812	top3	NOT
APBB1	0.082802	0.99645	top3	NOT
APBB1IP	0.041567	0.99796	top3	NOT
APBB2	0.11758	0.97726	top3	NOT
APBB3	0.041604	0.99796	top3	NOT
APC	-0.1645	0.8538	top3	NOT
APC2	-0.17252	0.82633	top3	NOT
APCDD1	0.077686	0.99645	top3	NOT
APCDD1L	0.11031	0.97974000000000006	top3	NOT
APCS	0.085331	0.99645	top3	NOT
APEH	0.052103	0.99645	top3	NOT
APEX1	-0.093572	0.98493	top3	NOT
APEX2	-0.033555	0.99645	top3	NOT
APH1A	-0.16711	0.84394	top3	NOT
APH1B	0.023203	0.99931	top3	NOT
API5	-0.078494	0.99645	top3	NOT
APIP	-0.044221	0.99645	top3	NOT
APITD1	-0.18914	0.78663	top3	NOT
APITD1-CORT	0.072249	0.99645	top3	NOT
APLF	-0.18179	0.80228	top3	NOT
APLN	0.10558	0.98528	top3	NOT
APLNR	0.074834	0.99645	top3	NOT
APLP1	-0.1753	0.82335	top3	NOT
APLP2	-0.14597	0.90077	top3	NOT
APMAP	0.066966	0.99645	top3	NOT
APOA1	-0.061356	0.99645	top3	NOT
APOA1BP	-0.060601	0.99645	top3	NOT
APOA2	-0.077782	0.99645	top3	NOT
APOA4	0.1165	0.97726	top3	NOT
APOA5	0.082981	0.99645	top3	NOT
APOB	-0.046941	0.99645	top3	NOT
APOBEC1	-0.0068997	0.99931	top3	NOT
APOBEC2	0.06667	0.99645	top3	NOT
APOBEC3A	-0.21539	0.70647	top3	NOT
APOBEC3B	-0.057306	0.99645	top3	NOT
APOBEC3C	-0.053132	0.99645	top3	NOT
APOBEC3D	-0.20823	0.73645	top3	NOT
APOBEC3F	0.05601	0.99645	top3	NOT
APOBEC3G	0.06497	0.99645	top3	NOT
APOBEC3H	0.036191	0.99889	top3	NOT
APOBEC4	0.26341	0.56968	top3	NOT
APOBR	0.22793	0.67914	top3	NOT
APOC1	-0.34412	0.30966	top3	NOT
APOC2	-0.076888	0.99645	top3	NOT
APOC3	0.087666	0.99645	top3	NOT
APOC4	0.17462	0.85545	top3	NOT
APOD	-0.02091	0.99889	top3	NOT
APOE	0.12279	0.96731	top3	NOT
APOF	0.050327	0.99645	top3	NOT
APOH	0.041191	0.99796	top3	NOT
APOL1	0.079296	0.99645	top3	NOT
APOL2	0.066962	0.99645	top3	NOT
APOL3	-0.19838	0.75413	top3	NOT
APOL5	-0.027876	0.99687	top3	NOT
APOL6	0.056524	0.99645	top3	NOT
APOLD1	0.071079	0.99645	top3	NOT
APOM	-0.14737	0.89922	top3	NOT
APOO	-0.23542	0.62602	top3	NOT
APOOL	-0.15641	0.88072	top3	NOT
APOPT1	-0.12155	0.95658	top3	NOT
APP	0.095439	0.99645	top3	NOT
APPBP2	-0.026381	0.99687	top3	NOT
APPL1	-0.054855	0.99645	top3	NOT
APPL2	0.014133	0.99931	top3	NOT
APRT	0.1243	0.9658	top3	NOT
APTX	0.012846	0.99931	top3	NOT
AQP1	-0.17748	0.82144	top3	NOT
AQP10	-0.10983	0.96731	top3	NOT
AQP11	-0.18568	0.79472	top3	NOT
AQP12B	0.17805	0.84394	top3	NOT
AQP2	0.075568	0.99645	top3	NOT
AQP3	0.060654	0.99645	top3	NOT
AQP4	-0.084471	0.99616	top3	NOT
AQP5	0.028852	0.99889	top3	NOT
AQP6	0.013419	0.99931	top3	NOT
AQP7	-0.030067	0.99645	top3	NOT
AQP8	-0.040973999999999997	0.99645	top3	NOT
AQP9	0.069899	0.99645	top3	NOT
AQPEP	0.055193	0.99645	top3	NOT
AQR	0.28392	0.48806	top3	NOT
AR	-0.045164	0.99645	top3	NOT
ARAF	-0.032463	0.99645	top3	NOT
ARAP1	0.0094272	0.99967	top3	NOT
ARAP2	-0.036498	0.99645	top3	NOT
ARAP3	0.0838	0.99645	top3	NOT
ARC	-0.11893	0.95812	top3	NOT
ARCN1	0.30171	0.42883	top3	NOT
AREG	-0.095396	0.98219	top3	NOT
AREL1	0.015177	0.99931	top3	NOT
ARF1	0.043752	0.99687	top3	NOT
ARF3	0.1598	0.89711	top3	NOT
ARF4	0.25037	0.60105	top3	NOT
ARF5	-0.20312	0.74644	top3	NOT
ARF6	-0.073462	0.99645	top3	NOT
ARFGAP1	0.011997	0.99931	top3	NOT
ARFGAP2	0.056536	0.99645	top3	NOT
ARFGAP3	0.084614	0.99645	top3	NOT
ARFGEF1	-0.03051	0.99645	top3	NOT
ARFGEF2	0.11176	0.97746	top3	NOT
ARFIP1	-0.099563	0.97726	top3	NOT
ARFIP2	0.026538	0.99931	top3	NOT
ARFRP1	-0.14137	0.91154	top3	NOT
ARG1	0.038955	0.99842	top3	NOT
ARG2	-0.068203	0.99645	top3	NOT
ARGFX	0.063925	0.99645	top3	NOT
ARGLU1	0.17367	0.85687	top3	NOT
ARHGAP1	0.25508	0.596	top3	NOT
ARHGAP10	0.030541	0.99889	top3	NOT
ARHGAP11A	0.15136	0.91165	top3	NOT
ARHGAP11B	-0.018142	0.99889	top3	NOT
ARHGAP12	-0.10328	0.97726	top3	NOT
ARHGAP15	-0.36569	0.24917	top3	NOT
ARHGAP17	0.11229	0.97726	top3	NOT
ARHGAP18	0.053092	0.99645	top3	NOT
ARHGAP19	-0.16351	0.85687	top3	NOT
ARHGAP20	-0.033801	0.99645	top3	NOT
ARHGAP21	0.1366	0.94648	top3	NOT
ARHGAP22	0.19634	0.78663	top3	NOT
ARHGAP23	-0.23114	0.63947	top3	NOT
ARHGAP24	0.044979	0.99687	top3	NOT
ARHGAP25	-0.098259	0.97746	top3	NOT
ARHGAP26	-0.074495	0.99645	top3	NOT
ARHGAP27	0.15099	0.91165	top3	NOT
ARHGAP28	0.090457	0.99645	top3	NOT
ARHGAP29	0.11287	0.97726	top3	NOT
ARHGAP30	-0.046444	0.99645	top3	NOT
ARHGAP31	-0.033233	0.99645	top3	NOT
ARHGAP32	0.020198	0.99931	top3	NOT
ARHGAP33	0.18244	0.82874	top3	NOT
ARHGAP35	0.23013	0.66911	top3	NOT
ARHGAP36	0.11726	0.97726	top3	NOT
ARHGAP39	0.067359	0.99645	top3	NOT
ARHGAP4	-0.11036	0.96657	top3	NOT
ARHGAP44	0.056651	0.99645	top3	NOT
ARHGAP5	0.16437	0.88752	top3	NOT
ARHGAP6	-0.28124	0.48297	top3	NOT
ARHGAP8	-0.040699	0.99645	top3	NOT
ARHGAP9	0.08207	0.99645	top3	NOT
ARHGDIA	-0.051868	0.99645	top3	NOT
ARHGDIB	0.10623	0.98528	top3	NOT
ARHGDIG	-0.064533	0.99645	top3	NOT
ARHGEF1	0.055162	0.99645	top3	NOT
ARHGEF10	-6.594e-4	0.99931	top3	NOT
ARHGEF10L	-0.047146	0.99645	top3	NOT
ARHGEF11	0.10054	0.99292	top3	NOT
ARHGEF12	0.012115	0.99931	top3	NOT
ARHGEF15	-0.014219	0.99889	top3	NOT
ARHGEF16	0.074047	0.99645	top3	NOT
ARHGEF17	-0.039045	0.99645	top3	NOT
ARHGEF18	0.055984	0.99645	top3	NOT
ARHGEF19	-0.11075	0.96581	top3	NOT
ARHGEF2	0.20743	0.75413	top3	NOT
ARHGEF25	0.045913	0.99687	top3	NOT
ARHGEF26	-0.11931	0.95812	top3	NOT
ARHGEF28	-0.099069	0.97726	top3	NOT
ARHGEF3	0.12192	0.96967	top3	NOT
ARHGEF33	0.060834	0.99645	top3	NOT
ARHGEF35	0.007228	0.99967	top3	NOT
ARHGEF37	0.11055	0.97951	top3	NOT
ARHGEF38	-0.017851	0.99889	top3	NOT
ARHGEF39	0.11054	0.97951	top3	NOT
ARHGEF4	0.011914	0.99931	top3	NOT
ARHGEF40	0.084499	0.99645	top3	NOT
ARHGEF5	-0.18749	0.78663	top3	NOT
ARHGEF6	0.034515	0.99889	top3	NOT
ARHGEF7	-0.046656	0.99645	top3	NOT
ARHGEF9	-0.15399	0.88509	top3	NOT
ARID1A	0.1719	0.85997	top3	NOT
ARID1B	-0.33266	0.33598	top3	NOT
ARID2	0.15396	0.91154	top3	NOT
ARID3A	0.25253	0.59657	top3	NOT
ARID3B	0.057906	0.99645	top3	NOT
ARID3C	-0.039794	0.99645	top3	NOT
ARID4A	0.27623	0.52446	top3	NOT
ARID4B	0.049793	0.99645	top3	NOT
ARID5A	0.1093	0.98179	top3	NOT
ARID5B	-0.18075	0.80639	top3	NOT
ARIH1	0.20273	0.76744	top3	NOT
ARIH2	-0.017548	0.99889	top3	NOT
ARIH2OS	0.10416	0.98655	top3	NOT
ARL1	-0.40526	0.16751	top3	NOT
ARL10	0.10947	0.98138	top3	NOT
ARL11	0.059558	0.99645	top3	NOT
ARL13A	-0.13061	0.93575	top3	NOT
ARL13B	0.15167	0.91165	top3	NOT
ARL14	-0.19846	0.75413	top3	NOT
ARL14EP	-0.054003	0.99645	top3	NOT
ARL14EPL	0.14566	0.92593	top3	NOT
ARL15	-0.1427	0.91089	top3	NOT
ARL16	-0.0028924	0.99931	top3	NOT
ARL2	0.053304	0.99645	top3	NOT
ARL2BP	0.10995	0.9811	top3	NOT
ARL3	-0.16271	0.85714	top3	NOT
ARL4A	0.24361	0.61833	top3	NOT
ARL4C	-0.039997	0.99645	top3	NOT
ARL4D	0.051538	0.99645	top3	NOT
ARL5A	-0.16072	0.86184	top3	NOT
ARL5B	0.35837	0.25817	top3	NOT
ARL5C	-0.18064	0.80657	top3	NOT
ARL6	0.059739	0.99645	top3	NOT
ARL6IP1	-0.052534	0.99645	top3	NOT
ARL6IP4	0.1455	0.92654	top3	NOT
ARL6IP5	-0.13086	0.9357	top3	NOT
ARL6IP6	0.0050383	0.99943	top3	NOT
ARL8A	0.29856	0.44128	top3	NOT
ARL8B	-0.33553	0.33598	top3	NOT
ARL9	-0.25046	0.59142	top3	NOT
ARMC1	-0.088832	0.98899	top3	NOT
ARMC10	-0.11932	0.95812	top3	NOT
ARMC12	-0.13033	0.93608	top3	NOT
ARMC2	-0.23054	0.64373	top3	NOT
ARMC3	0.091846	0.99645	top3	NOT
ARMC4	-0.014733	0.99889	top3	NOT
ARMC5	-0.098122	0.97746	top3	NOT
ARMC6	-0.012482	0.99889	top3	NOT
ARMC7	0.13237	0.95812	top3	NOT
ARMC8	0.021964	0.99931	top3	NOT
ARMC9	-0.014769	0.99889	top3	NOT
ARMCX1	0.24008	0.62602	top3	NOT
ARMCX2	-0.10237	0.97726	top3	NOT
ARMCX3	0.13627	0.94698	top3	NOT
ARMCX4	-0.22425	0.66911	top3	NOT
ARMCX5	-0.14062	0.91165	top3	NOT
ARMCX6	-0.16741	0.84394	top3	NOT
ARMS2	0.0081013	0.99972	top3	NOT
ARNT	-0.0066406	0.99931	top3	NOT
ARNT2	-0.021643	0.99889	top3	NOT
ARNTL	0.19988	0.77772	top3	NOT
ARNTL2	0.054511	0.99645	top3	NOT
ARPC1A	0.27978	0.51	top3	NOT
ARPC1B	-0.048044	0.99645	top3	NOT
ARPC2	0.1819	0.83551	top3	NOT
ARPC3	0.011235	0.99949	top3	NOT
ARPC4	0.20916	0.74769	top3	NOT
ARPC4-TTLL3	0.1763	0.84592	top3	NOT
ARPC5	-0.091651	0.98528	top3	NOT
ARPC5L	-0.061239	0.99645	top3	NOT
ARPP19	-0.021509	0.99889	top3	NOT
ARPP21	0.068234	0.99645	top3	NOT
ARR3	0.048493	0.99645	top3	NOT
ARRB1	0.13734	0.94302	top3	NOT
ARRB2	-0.078651	0.99645	top3	NOT
ARRDC1	0.1017	0.99226	top3	NOT
ARRDC2	0.062875	0.99645	top3	NOT
ARRDC3	0.0033633	0.99931	top3	NOT
ARRDC4	0.11464	0.97726	top3	NOT
ARRDC5	0.029021	0.99889	top3	NOT
ARSA	0.06902	0.99645	top3	NOT
ARSB	-0.094013	0.98391	top3	NOT
ARSD	-0.064517	0.99645	top3	NOT
ARSE	-0.080075	0.99645	top3	NOT
ARSF	-0.018959	0.99889	top3	NOT
ARSG	0.076315	0.99645	top3	NOT
ARSH	-0.0081482	0.99931	top3	NOT
ARSI	-0.11997	0.95812	top3	NOT
ARSJ	-0.14757	0.89922	top3	NOT
ARSK	0.017607	0.99931	top3	NOT
ART1	0.037957	0.99889	top3	NOT
ART3	0.14937	0.91165	top3	NOT
ART4	-0.010813	0.99916	top3	NOT
ART5	-0.14532	0.9025	top3	NOT
ARTN	0.077194	0.99645	top3	NOT
ARV1	-0.089988	0.98751	top3	NOT
ARVCF	-0.037448	0.99645	top3	NOT
ARX	-0.11605	0.95814	top3	NOT
AS3MT	-0.22177	0.68379	top3	NOT
ASAH1	0.09684	0.99645	top3	NOT
ASAH2	-0.19943	0.75413	top3	NOT
ASAH2B	-0.05481	0.99645	top3	NOT
ASAP1	0.14695	0.91721	top3	NOT
ASAP2	0.11952	0.97441	top3	NOT
ASAP3	-0.011559	0.99902	top3	NOT
ASB1	-0.0034994	0.99931	top3	NOT
ASB10	0.043171	0.99687	top3	NOT
ASB11	-0.068226	0.99645	top3	NOT
ASB12	0.062437	0.99645	top3	NOT
ASB13	-0.10287	0.97726	top3	NOT
ASB14	-0.02323	0.99842	top3	NOT
ASB15	-0.068123	0.99645	top3	NOT
ASB16	0.02331	0.99931	top3	NOT
ASB17	-0.1261	0.94112	top3	NOT
ASB18	-0.027486	0.99687	top3	NOT
ASB2	0.18472	0.82515	top3	NOT
ASB3	-0.082224	0.99645	top3	NOT
ASB4	-0.027747	0.99687	top3	NOT
ASB5	-0.031397	0.99645	top3	NOT
ASB6	0.10108	0.99257	top3	NOT
ASB7	0.034124	0.99889	top3	NOT
ASB8	-0.17456	0.82558	top3	NOT
ASB9	-0.035579	0.99645	top3	NOT
ASCC1	0.061281	0.99645	top3	NOT
ASCC2	0.11662	0.97726	top3	NOT
ASCC3	0.25149	0.59831	top3	NOT
ASCL1	0.025251	0.99931	top3	NOT
ASCL2	0.049597	0.99645	top3	NOT
ASCL3	-0.076395	0.99645	top3	NOT
ASCL4	0.037988	0.99889	top3	NOT
ASCL5	0.040613	0.99796	top3	NOT
ASF1A	-0.047567	0.99645	top3	NOT
ASF1B	-0.053847	0.99645	top3	NOT
ASGR1	-0.091938	0.98528	top3	NOT
ASGR2	0.0076831	0.99967	top3	NOT
ASH1L	0.01067	0.99967	top3	NOT
ASH2L	-0.20492	0.74486	top3	NOT
ASIC1	0.086914	0.99645	top3	NOT
ASIC2	-0.012214	0.99889	top3	NOT
ASIC3	0.17317	0.85714	top3	NOT
ASIC4	-0.23386	0.62916	top3	NOT
ASIC5	-0.050094	0.99645	top3	NOT
ASIP	0.2301	0.66911	top3	NOT
ASL	-0.050086	0.99645	top3	NOT
ASMT	0.045121	0.99687	top3	NOT
ASMTL	0.035042	0.99889	top3	NOT
ASNA1	0.031732	0.99889	top3	NOT
ASNS	0.018769	0.99931	top3	NOT
ASNSD1	-0.066415	0.99645	top3	NOT
ASPA	-0.091013	0.98528	top3	NOT
ASPDH	0.030416	0.99889	top3	NOT
ASPG	0.049597	0.99645	top3	NOT
ASPH	0.10128	0.99226	top3	NOT
ASPHD1	-0.06631	0.99645	top3	NOT
ASPHD2	-0.11453	0.96152	top3	NOT
ASPM	0.020191	0.99931	top3	NOT
ASPRV1	0.036112	0.99889	top3	NOT
ASPSCR1	0.13984	0.94112	top3	NOT
ASRGL1	-0.045208	0.99645	top3	NOT
ASS1	-0.20084	0.75153	top3	NOT
ASTE1	0.0054138	0.99967	top3	NOT
ASTL	0.15166	0.91165	top3	NOT
ASTN1	0.0041532	0.99931	top3	NOT
ASTN2	0.092221	0.99645	top3	NOT
ASUN	-0.12124	0.95658	top3	NOT
ASXL1	0.26211	0.57381	top3	NOT
ASXL3	-0.20039	0.75413	top3	NOT
ASZ1	0.10876	0.98219	top3	NOT
ATAD1	-0.015554	0.99889	top3	NOT
ATAD2	0.062246	0.99645	top3	NOT
ATAD2B	-0.14376	0.90537	top3	NOT
ATAD3A	-0.16388	0.85687	top3	NOT
ATAD3B	0.18343	0.82633	top3	NOT
ATAD3C	0.023094	0.99931	top3	NOT
ATAD5	0.174	0.85687	top3	NOT
ATAT1	0.18154	0.83655	top3	NOT
ATCAY	0.19117	0.80228	top3	NOT
ATE1	0.017809	0.99931	top3	NOT
ATF1	0.18971	0.80631	top3	NOT
ATF2	0.21918	0.70761	top3	NOT
ATF3	-0.021686	0.99889	top3	NOT
ATF4	-0.097855	0.97768	top3	NOT
ATF5	0.068814	0.99645	top3	NOT
ATF6	-0.064402	0.99645	top3	NOT
ATF6B	-0.10189	0.97726	top3	NOT
ATF7	-0.14736	0.89922	top3	NOT
ATF7IP	0.11016	0.98042	top3	NOT
ATF7IP2	0.094009	0.99645	top3	NOT
ATG10	0.080099	0.99645	top3	NOT
ATG12	0.038344	0.99878	top3	NOT
ATG13	0.32716	0.3733	top3	NOT
ATG14	0.010981	0.99967	top3	NOT
ATG16L1	0.0087631	0.99967	top3	NOT
ATG16L2	-0.06752	0.99645	top3	NOT
ATG2A	-0.082337	0.99645	top3	NOT
ATG2B	0.021217	0.99931	top3	NOT
ATG3	-0.068037	0.99645	top3	NOT
ATG4A	0.2491	0.60928	top3	NOT
ATG4B	-0.0043616	0.99931	top3	NOT
ATG4C	-0.082301	0.99645	top3	NOT
ATG4D	0.20886	0.75077	top3	NOT
ATG5	0.21351	0.73916	top3	NOT
ATG7	0.087105	0.99645	top3	NOT
ATG9A	0.15721	0.90354	top3	NOT
ATHL1	0.11257	0.97726	top3	NOT
ATIC	-0.25421	0.57442	top3	NOT
ATL1	-0.078824	0.99645	top3	NOT
ATL2	0.0028841	0.99931	top3	NOT
ATL3	0.18531	0.82335	top3	NOT
ATM	0.030916	0.99889	top3	NOT
ATMIN	0.0071455	0.99967	top3	NOT
ATN1	-0.17784	0.81963	top3	NOT
ATOH1	0.010765	0.99967	top3	NOT
ATOH7	-0.035589	0.99645	top3	NOT
ATOH8	-0.13633	0.91165	top3	NOT
ATOX1	0.011184	0.99949	top3	NOT
ATP10A	0.16535	0.88509	top3	NOT
ATP10B	0.012611	0.99931	top3	NOT
ATP10D	0.094099	0.99645	top3	NOT
ATP11A	0.029388	0.99889	top3	NOT
ATP11B	-0.11451	0.96152	top3	NOT
ATP11C	0.16948	0.87071	top3	NOT
ATP12A	-0.014906	0.99889	top3	NOT
ATP13A1	0.23659	0.63668	top3	NOT
ATP13A2	0.017831	0.99931	top3	NOT
ATP13A3	-0.071111	0.99645	top3	NOT
ATP13A4	0.018844	0.99931	top3	NOT
ATP13A5	-0.046031	0.99645	top3	NOT
ATP1A1	-0.30668	0.40619	top3	NOT
ATP1A2	0.023261	0.99931	top3	NOT
ATP1A3	-0.10125	0.97726	top3	NOT
ATP1A4	0.0095014	0.99967	top3	NOT
ATP1B1	0.25583	0.5933	top3	NOT
ATP1B2	-0.16445	0.8538	top3	NOT
ATP1B3	-0.099566	0.97726	top3	NOT
ATP1B4	0.0087665	0.99967	top3	NOT
ATP2A1	0.0087549	0.99967	top3	NOT
ATP2A2	0.12259	0.96731	top3	NOT
